branch_id,plant_id,orientation,farmer,plot_type,fert_trt,shd_trt,jun_frt,dec_dieback,binom_dieback
1565,128,N,Miguel,lshd,l,shd,22,n,0
1566,128,S,Miguel,lshd,l,shd,24,y,1
1567,128,E,Miguel,lshd,l,shd,9,y,1
1568,128,W,Miguel,lshd,l,shd,35,y,1
1569,129,N,Miguel,lshd,l,shd,40,n,0
1570,129,S,Miguel,lshd,l,shd,75,n,0
1571,129,E,Miguel,lshd,l,shd,38,n,0
1572,129,W,Miguel,lshd,l,shd,24,n,0
1573,130,N,Miguel,lshd,l,shd,27,n,0
1574,130,S,Miguel,lshd,l,shd,80,n,0
1575,130,E,Miguel,lshd,l,shd,79,n,0
1576,130,W,Miguel,lshd,l,shd,39,n,0
1577,131,N,Miguel,lshd,l,shd,79,n,0
1578,131,S,Miguel,lshd,l,shd,59,n,0
1579,131,E,Miguel,lshd,l,shd,26,y,1
1580,131,W,Miguel,lshd,l,shd,81,n,0
1581,132,N,Miguel,lshd,l,shd,46,y,1
1582,132,S,Miguel,lshd,l,shd,4.5,n,0
1583,132,E,Miguel,lshd,l,shd,61,n,0
1584,132,W,Miguel,lshd,l,shd,61,n,0
1585,133,N,Miguel,hsun,h,sun,94,n,0
1586,133,S,Miguel,hsun,h,sun,80,n,0
1587,133,E,Miguel,hsun,h,sun,79,n,0
1588,133,W,Miguel,hsun,h,sun,48,n,0
1589,134,N,Miguel,hsun,h,sun,30,y,1
1590,134,S,Miguel,hsun,h,sun,30,n,0
1591,134,E,Miguel,hsun,h,sun,40,n,0
1592,134,W,Miguel,hsun,h,sun,57,n,0
1593,135,N,Miguel,hsun,h,sun,56,n,0
1594,135,S,Miguel,hsun,h,sun,65,y,1
1595,135,E,Miguel,hsun,h,sun,50,n,0
1596,135,W,Miguel,hsun,h,sun,29,n,0
1597,136,N,Miguel,hsun,h,sun,55,y,1
1598,136,S,Miguel,hsun,h,sun,26,n,0
1599,136,E,Miguel,hsun,h,sun,72,n,0
1600,136,W,Miguel,hsun,h,sun,97,n,0
1601,137,N,Miguel,hsun,h,sun,77,n,0
1602,137,S,Miguel,hsun,h,sun,46,n,0
1603,137,E,Miguel,hsun,h,sun,78,y,1
1604,137,W,Miguel,hsun,h,sun,60,n,0
1605,138,N,Miguel,hsun,h,sun,49,n,0
1606,138,S,Miguel,hsun,h,sun,70,n,0
1607,138,E,Miguel,hsun,h,sun,77,n,0
1608,138,W,Miguel,hsun,h,sun,45,n,0
1609,139,N,Miguel,hsun,h,sun,36,n,0
1610,139,S,Miguel,hsun,h,sun,53,n,0
1611,139,E,Miguel,hsun,h,sun,41,n,0
1612,139,W,Miguel,hsun,h,sun,39,n,0
1613,140,N,Miguel,hsun,h,sun,14,n,0
1614,140,S,Miguel,hsun,h,sun,25,n,0
1615,140,E,Miguel,hsun,h,sun,32,n,0
1616,140,W,Miguel,hsun,h,sun,22,n,0
1617,141,N,Miguel,hsun,h,sun,31,n,0
1618,141,S,Miguel,hsun,h,sun,490,n,0
1619,141,E,Miguel,hsun,h,sun,64,n,0
1620,141,W,Miguel,hsun,h,sun,175,n,0
1621,142,N,Miguel,hsun,h,sun,82,n,0
1622,142,S,Miguel,hsun,h,sun,121,n,0
1623,142,E,Miguel,hsun,h,sun,55,n,0
1624,142,W,Miguel,hsun,h,sun,31,n,0
1625,143,N,Miguel,hsun,h,sun,44,n,0
1626,143,S,Miguel,hsun,h,sun,62,n,0
1627,143,E,Miguel,hsun,h,sun,25,y,1
1628,143,W,Miguel,hsun,h,sun,84,n,0
1629,144,N,Miguel,hsun,h,sun,22,y,1
1630,144,S,Miguel,hsun,h,sun,49,n,0
1631,144,E,Miguel,hsun,h,sun,45,n,0
1632,144,W,Miguel,hsun,h,sun,96,n,0
1633,145,N,Miguel,hsun,h,sun,72,n,0
1634,145,S,Miguel,hsun,h,sun,49,n,0
1635,145,E,Miguel,hsun,h,sun,40,n,0
1636,145,W,Miguel,hsun,h,sun,65,n,0
1637,146,N,Miguel,hsun,h,sun,40,n,0
1638,146,S,Miguel,hsun,h,sun,32,n,0
1639,146,E,Miguel,hsun,h,sun,78,n,0
1640,146,W,Miguel,hsun,h,sun,48,n,0
1641,147,N,Miguel,hsun,h,sun,40,n,0
1642,147,S,Miguel,hsun,h,sun,45,n,0
1643,147,E,Miguel,hsun,h,sun,77,n,0
1644,147,W,Miguel,hsun,h,sun,86,y,1
1645,148,N,Miguel,hsun,h,sun,36,n,0
1646,148,S,Miguel,hsun,h,sun,24,n,0
1647,148,E,Miguel,hsun,h,sun,37,n,0
1648,148,W,Miguel,hsun,h,sun,71,n,0
1649,149,N,Miguel,hsun,h,sun,54,n,0
1650,149,S,Miguel,hsun,h,sun,24,n,0
1651,149,E,Miguel,hsun,h,sun,26,n,0
1652,149,W,Miguel,hsun,h,sun,49,n,0
1653,150,N,Miguel,hsun,h,sun,15,y,1
1654,150,S,Miguel,hsun,h,sun,27,y,1
1655,150,E,Miguel,hsun,h,sun,17,y,1
1656,150,W,Miguel,hsun,h,sun,83,n,0
1657,151,N,Miguel,hsun,h,sun,93,n,0
1658,151,S,Miguel,hsun,h,sun,52,n,0
1659,151,E,Miguel,hsun,h,sun,103,y,1
1660,151,W,Miguel,hsun,h,sun,25,n,0
1661,152,N,Miguel,hsun,h,sun,37,n,0
1662,152,S,Miguel,hsun,h,sun,17,n,0
1663,152,E,Miguel,hsun,h,sun,71,n,0
1664,152,W,Miguel,hsun,h,sun,49,n,0
1665,153,N,Miguel,hsun,h,sun,53,n,0
1666,153,S,Miguel,hsun,h,sun,39,n,0
1667,153,E,Miguel,hsun,h,sun,18,n,0
1668,153,W,Miguel,hsun,h,sun,45,n,0
1669,154,N,Miguel,hsun,h,sun,44,n,0
1670,154,S,Miguel,hsun,h,sun,47,n,0
1671,154,E,Miguel,hsun,h,sun,18,n,0
1672,154,W,Miguel,hsun,h,sun,79,y,1
1673,155,N,Miguel,lsun,l,sun,97,n,0
1674,155,S,Miguel,lsun,l,sun,21,n,0
1675,155,E,Miguel,lsun,l,sun,47,n,0
1676,155,W,Miguel,lsun,l,sun,53,n,0
1677,156,N,Miguel,lsun,l,sun,34,n,0
1678,156,S,Miguel,lsun,l,sun,41,n,0
1679,156,E,Miguel,lsun,l,sun,9,y,1
1680,156,W,Miguel,lsun,l,sun,19,n,0
1681,157,N,Miguel,lsun,l,sun,44,n,0
1682,157,S,Miguel,lsun,l,sun,132,n,0
1683,157,E,Miguel,lsun,l,sun,132,n,0
1684,157,W,Miguel,lsun,l,sun,91,y,1
1685,158,N,Miguel,lsun,l,sun,23,n,0
1686,158,S,Miguel,lsun,l,sun,62,n,0
1687,158,E,Miguel,lsun,l,sun,33,n,0
1688,158,W,Miguel,lsun,l,sun,39,n,0
1689,159,N,Miguel,lsun,l,sun,23,n,0
1690,159,S,Miguel,lsun,l,sun,22,n,0
1691,159,E,Miguel,lsun,l,sun,42,y,1
1692,159,W,Miguel,lsun,l,sun,16,n,0
1693,160,N,Miguel,lsun,l,sun,7,y,1
1694,160,S,Miguel,lsun,l,sun,52,n,0
1695,160,E,Miguel,lsun,l,sun,62,n,0
1696,160,W,Miguel,lsun,l,sun,29,n,0
1697,161,N,Miguel,lsun,l,sun,31,n,0
1698,161,S,Miguel,lsun,l,sun,48,n,0
1699,161,E,Miguel,lsun,l,sun,22,n,0
1700,161,W,Miguel,lsun,l,sun,25,n,0
1701,162,N,Miguel,lsun,l,sun,24,n,0
1702,162,S,Miguel,lsun,l,sun,47,y,1
1703,162,E,Miguel,lsun,l,sun,24,n,0
1704,162,W,Miguel,lsun,l,sun,24,n,0
1705,163,N,Miguel,lsun,l,sun,7,n,0
1706,163,S,Miguel,lsun,l,sun,3,n,0
1707,163,E,Miguel,lsun,l,sun,8,n,0
1708,163,W,Miguel,lsun,l,sun,5,n,0
1709,164,N,Miguel,lsun,l,sun,43,y,1
1710,164,S,Miguel,lsun,l,sun,12,n,0
1711,164,E,Miguel,lsun,l,sun,11,n,0
1712,164,W,Miguel,lsun,l,sun,38,n,0
1713,165,N,Miguel,lsun,l,sun,22,n,0
1714,165,S,Miguel,lsun,l,sun,13,n,0
1715,165,E,Miguel,lsun,l,sun,11,y,1
1716,165,W,Miguel,lsun,l,sun,22,y,1
1717,166,N,Miguel,lsun,l,sun,16,na,NA
1718,166,S,Miguel,lsun,l,sun,29,n,0
1719,166,E,Miguel,lsun,l,sun,29,n,0
1720,166,W,Miguel,lsun,l,sun,8,n,0
1721,167,N,Miguel,lsun,l,sun,32,y,1
1722,167,S,Miguel,lsun,l,sun,7,n,0
1723,167,E,Miguel,lsun,l,sun,14,n,0
1724,167,W,Miguel,lsun,l,sun,3,n,0
1725,168,N,Miguel,lsun,l,sun,36,y,1
1726,168,S,Miguel,lsun,l,sun,82,n,0
1727,168,E,Miguel,lsun,l,sun,58,n,0
1728,168,W,Miguel,lsun,l,sun,33,n,0
1729,169,N,Miguel,lsun,l,sun,46,n,0
1730,169,S,Miguel,lsun,l,sun,32,n,0
1731,169,E,Miguel,lsun,l,sun,39,y,1
1732,169,W,Miguel,lsun,l,sun,17,y,1
1733,170,N,Miguel,lsun,l,sun,1,n,0
1734,170,S,Miguel,lsun,l,sun,1,n,0
1735,170,E,Miguel,lsun,l,sun,3,y,1
1736,170,W,Miguel,lsun,l,sun,10,n,0
1737,171,N,Miguel,lsun,l,sun,99,n,0
1738,171,S,Miguel,lsun,l,sun,58,y,1
1739,171,E,Miguel,lsun,l,sun,12,n,0
1740,171,W,Miguel,lsun,l,sun,38,y,1
1741,172,N,Miguel,lsun,l,sun,25,n,0
1742,172,S,Miguel,lsun,l,sun,82,n,0
1743,172,E,Miguel,lsun,l,sun,5,n,0
1744,172,W,Miguel,lsun,l,sun,35,n,0
1745,173,N,Miguel,lsun,l,sun,24,n,0
1746,173,S,Miguel,lsun,l,sun,39,n,0
1747,173,E,Miguel,lsun,l,sun,62,n,0
1748,173,W,Miguel,lsun,l,sun,53,n,0
1749,174,N,Miguel,lsun,l,sun,46,n,0
1750,174,S,Miguel,lsun,l,sun,19,n,0
1751,174,E,Miguel,lsun,l,sun,63,n,0
1752,174,W,Miguel,lsun,l,sun,35,n,0
1753,175,N,Miguel,lsun,l,sun,105,y,1
1754,175,S,Miguel,lsun,l,sun,51,n,0
1755,175,E,Miguel,lsun,l,sun,68,n,0
1756,175,W,Miguel,lsun,l,sun,69,n,0
1757,176,N,Miguel,lsun,l,sun,17,n,0
1758,176,S,Miguel,lsun,l,sun,43,n,0
1759,176,E,Miguel,lsun,l,sun,42,y,1
1760,176,W,Miguel,lsun,l,sun,77,n,0
1761,177,N,Oscar,hshd,h,shd,100,n,0
1762,177,S,Oscar,hshd,h,shd,73,n,0
1763,177,E,Oscar,hshd,h,shd,43,n,0
1764,177,W,Oscar,hshd,h,shd,41,n,0
1765,178,N,Oscar,hshd,h,shd,27,n,0
1766,178,S,Oscar,hshd,h,shd,74,n,0
1767,178,E,Oscar,hshd,h,shd,79,n,0
1768,178,W,Oscar,hshd,h,shd,43,n,0
1769,179,N,Oscar,hshd,h,shd,,na,NA
1770,179,S,Oscar,hshd,h,shd,,na,NA
1771,179,E,Oscar,hshd,h,shd,,na,NA
1772,179,W,Oscar,hshd,h,shd,,na,NA
1773,180,N,Oscar,hshd,h,shd,73,n,0
1774,180,S,Oscar,hshd,h,shd,25,n,0
1775,180,E,Oscar,hshd,h,shd,77,n,0
1776,180,W,Oscar,hshd,h,shd,15,y,1
1777,181,N,Oscar,hshd,h,shd,28,n,0
1778,181,S,Oscar,hshd,h,shd,54,n,0
1779,181,E,Oscar,hshd,h,shd,100,n,0
1780,181,W,Oscar,hshd,h,shd,104,n,0
1781,182,N,Oscar,hshd,h,shd,,na,NA
1782,182,S,Oscar,hshd,h,shd,,na,NA
1783,182,E,Oscar,hshd,h,shd,,na,NA
1784,182,W,Oscar,hshd,h,shd,,na,NA
1785,183,N,Oscar,hshd,h,shd,126,y,1
1786,183,S,Oscar,hshd,h,shd,138,n,0
1787,183,E,Oscar,hshd,h,shd,128,n,0
1788,183,W,Oscar,hshd,h,shd,157,n,0
1789,184,N,Oscar,hshd,h,shd,65,n,0
1790,184,S,Oscar,hshd,h,shd,142,n,0
1791,184,E,Oscar,hshd,h,shd,21,n,0
1792,184,W,Oscar,hshd,h,shd,119,y,1
1793,185,N,Oscar,hshd,h,shd,131,n,0
1794,185,S,Oscar,hshd,h,shd,31,n,0
1795,185,E,Oscar,hshd,h,shd,124,n,0
1796,185,W,Oscar,hshd,h,shd,86,n,0
1797,186,N,Oscar,hshd,h,shd,160,n,0
1798,186,S,Oscar,hshd,h,shd,67,n,0
1799,186,E,Oscar,hshd,h,shd,120,n,0
1800,186,W,Oscar,hshd,h,shd,85,n,0
1801,187,N,Oscar,hshd,h,shd,72,n,0
1802,187,S,Oscar,hshd,h,shd,22,n,0
1803,187,E,Oscar,hshd,h,shd,29,n,0
1804,187,W,Oscar,hshd,h,shd,15,n,0
1805,188,N,Oscar,hshd,h,shd,,na,NA
1806,188,S,Oscar,hshd,h,shd,,na,NA
1807,188,E,Oscar,hshd,h,shd,,na,NA
1808,188,W,Oscar,hshd,h,shd,,na,NA
1809,189,N,Oscar,hshd,h,shd,47,n,0
1810,189,S,Oscar,hshd,h,shd,84,n,0
1811,189,E,Oscar,hshd,h,shd,81,n,0
1812,189,W,Oscar,hshd,h,shd,68,n,0
1813,190,N,Oscar,hshd,h,shd,80,y,1
1814,190,S,Oscar,hshd,h,shd,66,y,1
1815,190,E,Oscar,hshd,h,shd,103,n,0
1816,190,W,Oscar,hshd,h,shd,97,n,0
1817,191,N,Oscar,hshd,h,shd,128,n,0
1818,191,S,Oscar,hshd,h,shd,133,n,0
1819,191,E,Oscar,hshd,h,shd,86,y,1
1820,191,W,Oscar,hshd,h,shd,160,n,0
1821,192,N,Oscar,hshd,h,shd,106,y,1
1822,192,S,Oscar,hshd,h,shd,80,n,0
1823,192,E,Oscar,hshd,h,shd,95,y,1
1824,192,W,Oscar,hshd,h,shd,125,n,0
1825,193,N,Oscar,hshd,h,shd,50,n,0
1826,193,S,Oscar,hshd,h,shd,49,n,0
1827,193,E,Oscar,hshd,h,shd,62,na,NA
1828,193,W,Oscar,hshd,h,shd,51,n,0
1829,194,N,Oscar,hshd,h,shd,101,n,0
1830,194,S,Oscar,hshd,h,shd,123,y,1
1831,194,E,Oscar,hshd,h,shd,80,n,0
1832,194,W,Oscar,hshd,h,shd,98,y,1
1833,195,N,Oscar,hshd,h,shd,83,n,0
1834,195,S,Oscar,hshd,h,shd,140,y,1
1835,195,E,Oscar,hshd,h,shd,102,n,0
1836,195,W,Oscar,hshd,h,shd,107,n,0
1837,196,N,Oscar,hshd,h,shd,78,n,0
1838,196,S,Oscar,hshd,h,shd,74,n,0
1839,196,E,Oscar,hshd,h,shd,72,n,0
1840,196,W,Oscar,hshd,h,shd,96,n,0
1841,197,N,Oscar,hshd,h,shd,42,y,1
1842,197,S,Oscar,hshd,h,shd,19,n,0
1843,197,E,Oscar,hshd,h,shd,78,n,0
1844,197,W,Oscar,hshd,h,shd,34,n,0
1845,198,N,Oscar,hshd,h,shd,27,n,0
1846,198,S,Oscar,hshd,h,shd,112,n,0
1847,198,E,Oscar,hshd,h,shd,85,n,0
1848,198,W,Oscar,hshd,h,shd,87,n,0
1849,199,N,Oscar,lshd,l,shd,55,n,0
1850,199,S,Oscar,lshd,l,shd,62,n,0
1851,199,E,Oscar,lshd,l,shd,37,y,1
1852,199,W,Oscar,lshd,l,shd,33,n,0
1853,200,N,Oscar,lshd,l,shd,89,n,0
1854,200,S,Oscar,lshd,l,shd,52,n,0
1855,200,E,Oscar,lshd,l,shd,88,n,0
1856,200,W,Oscar,lshd,l,shd,64,n,0
1857,201,N,Oscar,lshd,l,shd,8,y,1
1858,201,S,Oscar,lshd,l,shd,113,n,0
1859,201,E,Oscar,lshd,l,shd,76,n,0
1860,201,W,Oscar,lshd,l,shd,72,n,0
1861,202,N,Oscar,lshd,l,shd,50,n,0
1862,202,S,Oscar,lshd,l,shd,95,n,0
1863,202,E,Oscar,lshd,l,shd,100,y,1
1864,202,W,Oscar,lshd,l,shd,66,y,1
1865,203,N,Oscar,lshd,l,shd,47,n,0
1866,203,S,Oscar,lshd,l,shd,28,n,0
1867,203,E,Oscar,lshd,l,shd,70,n,0
1868,203,W,Oscar,lshd,l,shd,79,n,0
1869,204,N,Oscar,lshd,l,shd,80,n,0
1870,204,S,Oscar,lshd,l,shd,56,y,1
1871,204,E,Oscar,lshd,l,shd,33,y,1
1872,204,W,Oscar,lshd,l,shd,77,n,0
1873,205,N,Oscar,lshd,l,shd,,na,NA
1874,205,S,Oscar,lshd,l,shd,,na,NA
1875,205,E,Oscar,lshd,l,shd,,na,NA
1876,205,W,Oscar,lshd,l,shd,,na,NA
1877,206,N,Oscar,lshd,l,shd,112,n,0
1878,206,S,Oscar,lshd,l,shd,52,y,1
1879,206,E,Oscar,lshd,l,shd,43,n,0
1880,206,W,Oscar,lshd,l,shd,18,y,1
1881,207,N,Oscar,lshd,l,shd,,na,NA
1882,207,S,Oscar,lshd,l,shd,,na,NA
1883,207,E,Oscar,lshd,l,shd,,na,NA
1884,207,W,Oscar,lshd,l,shd,,na,NA
1885,208,N,Oscar,lshd,l,shd,,na,NA
1886,208,S,Oscar,lshd,l,shd,,na,NA
1887,208,E,Oscar,lshd,l,shd,,na,NA
1888,208,W,Oscar,lshd,l,shd,,na,NA
1889,209,N,Oscar,lshd,l,shd,18,n,0
1890,209,S,Oscar,lshd,l,shd,51,y,1
1891,209,E,Oscar,lshd,l,shd,50,n,0
1892,209,W,Oscar,lshd,l,shd,13,n,0
1893,210,N,Oscar,lshd,l,shd,71,n,0
1894,210,S,Oscar,lshd,l,shd,82,n,0
1895,210,E,Oscar,lshd,l,shd,34,y,1
1896,210,W,Oscar,lshd,l,shd,70,n,0
1897,211,N,Oscar,lshd,l,shd,98,n,0
1898,211,S,Oscar,lshd,l,shd,86,n,0
1899,211,E,Oscar,lshd,l,shd,106,n,0
1900,211,W,Oscar,lshd,l,shd,43,y,1
1901,212,N,Oscar,lshd,l,shd,9,n,0
1902,212,S,Oscar,lshd,l,shd,94,n,0
1903,212,E,Oscar,lshd,l,shd,50,n,0
1904,212,W,Oscar,lshd,l,shd,22,n,0
1905,213,N,Oscar,lshd,l,shd,59,n,0
1906,213,S,Oscar,lshd,l,shd,89,n,0
1907,213,E,Oscar,lshd,l,shd,59,n,0
1908,213,W,Oscar,lshd,l,shd,16,n,0
1909,214,N,Oscar,lshd,l,shd,21,y,1
1910,214,S,Oscar,lshd,l,shd,90,n,0
1911,214,E,Oscar,lshd,l,shd,100,n,0
1912,214,W,Oscar,lshd,l,shd,44,n,0
1913,215,N,Oscar,lshd,l,shd,14,n,0
1914,215,S,Oscar,lshd,l,shd,30,n,0
1915,215,E,Oscar,lshd,l,shd,22,n,0
1916,215,W,Oscar,lshd,l,shd,19,n,0
1917,216,N,Oscar,lshd,l,shd,18,y,1
1918,216,S,Oscar,lshd,l,shd,46,n,0
1919,216,E,Oscar,lshd,l,shd,34,n,0
1920,216,W,Oscar,lshd,l,shd,34,y,1
1921,217,N,Oscar,lshd,l,shd,29,n,0
1922,217,S,Oscar,lshd,l,shd,28,n,0
1923,217,E,Oscar,lshd,l,shd,4,n,0
1924,217,W,Oscar,lshd,l,shd,36,n,0
1925,218,N,Oscar,lshd,l,shd,93,y,1
1926,218,S,Oscar,lshd,l,shd,54,n,0
1927,218,E,Oscar,lshd,l,shd,66,n,0
1928,218,W,Oscar,lshd,l,shd,103,n,0
1929,219,N,Oscar,lshd,l,shd,72,n,0
1930,219,S,Oscar,lshd,l,shd,62,n,0
1931,219,E,Oscar,lshd,l,shd,58,n,0
1932,219,W,Oscar,lshd,l,shd,32,n,0
1933,220,N,Oscar,lshd,l,shd,80,n,0
1934,220,S,Oscar,lshd,l,shd,94,y,1
1935,220,E,Oscar,lshd,l,shd,50,n,0
1936,220,W,Oscar,lshd,l,shd,88,n,0
1937,221,N,Oscar,hsun,h,sun,98,y,1
1938,221,S,Oscar,hsun,h,sun,107,y,1
1939,221,E,Oscar,hsun,h,sun,145,y,1
1940,221,W,Oscar,hsun,h,sun,111,y,1
1941,222,N,Oscar,hsun,h,sun,68,n,0
1942,222,S,Oscar,hsun,h,sun,127,y,1
1943,222,E,Oscar,hsun,h,sun,120,n,0
1944,222,W,Oscar,hsun,h,sun,90,n,0
1945,223,N,Oscar,hsun,h,sun,119,n,0
1946,223,S,Oscar,hsun,h,sun,197,n,0
1947,223,E,Oscar,hsun,h,sun,181,n,0
1948,223,W,Oscar,hsun,h,sun,172,n,0
1949,224,N,Oscar,hsun,h,sun,98,n,0
1950,224,S,Oscar,hsun,h,sun,140,n,0
1951,224,E,Oscar,hsun,h,sun,128,n,0
1952,224,W,Oscar,hsun,h,sun,127,n,0
1953,225,N,Oscar,hsun,h,sun,41,n,0
1954,225,S,Oscar,hsun,h,sun,13,n,0
1955,225,E,Oscar,hsun,h,sun,14,n,0
1956,225,W,Oscar,hsun,h,sun,15,n,0
1957,226,N,Oscar,hsun,h,sun,19,n,0
1958,226,S,Oscar,hsun,h,sun,44,n,0
1959,226,E,Oscar,hsun,h,sun,49,n,0
1960,226,W,Oscar,hsun,h,sun,21,n,0
1961,227,N,Oscar,hsun,h,sun,,na,NA
1962,227,S,Oscar,hsun,h,sun,,na,NA
1963,227,E,Oscar,hsun,h,sun,,na,NA
1964,227,W,Oscar,hsun,h,sun,,na,NA
1965,228,N,Oscar,hsun,h,sun,77,y,1
1966,228,S,Oscar,hsun,h,sun,56,n,0
1967,228,E,Oscar,hsun,h,sun,15,n,0
1968,228,W,Oscar,hsun,h,sun,24,n,0
1969,229,N,Oscar,hsun,h,sun,35,n,0
1970,229,S,Oscar,hsun,h,sun,77,n,0
1971,229,E,Oscar,hsun,h,sun,116,n,0
1972,229,W,Oscar,hsun,h,sun,76,n,0
1973,230,N,Oscar,hsun,h,sun,104,n,0
1974,230,S,Oscar,hsun,h,sun,85,n,0
1975,230,E,Oscar,hsun,h,sun,117,n,0
1976,230,W,Oscar,hsun,h,sun,127,n,0
1977,231,N,Oscar,hsun,h,sun,55,y,1
1978,231,S,Oscar,hsun,h,sun,182,y,1
1979,231,E,Oscar,hsun,h,sun,129,n,0
1980,231,W,Oscar,hsun,h,sun,40,y,1
1981,232,N,Oscar,hsun,h,sun,,na,NA
1982,232,S,Oscar,hsun,h,sun,,na,NA
1983,232,E,Oscar,hsun,h,sun,,na,NA
1984,232,W,Oscar,hsun,h,sun,,na,NA
1985,233,N,Oscar,hsun,h,sun,,na,NA
1986,233,S,Oscar,hsun,h,sun,,na,NA
1987,233,E,Oscar,hsun,h,sun,,na,NA
1988,233,W,Oscar,hsun,h,sun,,na,NA
1989,234,N,Oscar,hsun,h,sun,55,y,1
1990,234,S,Oscar,hsun,h,sun,2.9,n,0
1991,234,E,Oscar,hsun,h,sun,5,n,0
1992,234,W,Oscar,hsun,h,sun,25,y,1
1993,235,N,Oscar,hsun,h,sun,20,n,0
1994,235,S,Oscar,hsun,h,sun,29,n,0
1995,235,E,Oscar,hsun,h,sun,27,n,0
1996,235,W,Oscar,hsun,h,sun,12,n,0
1997,236,N,Oscar,hsun,h,sun,95,y,1
1998,236,S,Oscar,hsun,h,sun,113,y,1
1999,236,E,Oscar,hsun,h,sun,119,y,1
2000,236,W,Oscar,hsun,h,sun,93,n,0
2001,237,N,Oscar,hsun,h,sun,43,n,0
2002,237,S,Oscar,hsun,h,sun,17,n,0
2003,237,E,Oscar,hsun,h,sun,25,n,0
2004,237,W,Oscar,hsun,h,sun,41,n,0
2005,238,N,Oscar,hsun,h,sun,138,y,1
2006,238,S,Oscar,hsun,h,sun,114,y,1
2007,238,E,Oscar,hsun,h,sun,151,y,1
2008,238,W,Oscar,hsun,h,sun,100,y,1
2009,239,N,Oscar,hsun,h,sun,14,n,0
2010,239,S,Oscar,hsun,h,sun,23,n,0
2011,239,E,Oscar,hsun,h,sun,18,n,0
2012,239,W,Oscar,hsun,h,sun,11,n,0
2013,240,N,Oscar,hsun,h,sun,,na,NA
2014,240,S,Oscar,hsun,h,sun,,na,NA
2015,240,E,Oscar,hsun,h,sun,,na,NA
2016,240,W,Oscar,hsun,h,sun,,na,NA
2017,241,N,Oscar,hsun,h,sun,,na,NA
2018,241,S,Oscar,hsun,h,sun,,na,NA
2019,241,E,Oscar,hsun,h,sun,,na,NA
2020,241,W,Oscar,hsun,h,sun,,na,NA
2021,242,N,Oscar,hsun,h,sun,61,n,0
2022,242,S,Oscar,hsun,h,sun,76,y,1
2023,242,E,Oscar,hsun,h,sun,72,n,0
2024,242,W,Oscar,hsun,h,sun,160,n,0
2025,243,N,Oscar,lsun,l,sun,84,y,1
2026,243,S,Oscar,lsun,l,sun,139,y,1
2027,243,E,Oscar,lsun,l,sun,158,n,0
2028,243,W,Oscar,lsun,l,sun,124,n,0
2029,244,N,Oscar,lsun,l,sun,27,n,0
2030,244,S,Oscar,lsun,l,sun,105,n,0
2031,244,E,Oscar,lsun,l,sun,80,y,1
2032,244,W,Oscar,lsun,l,sun,24,n,0
2033,245,N,Oscar,lsun,l,sun,125,n,0
2034,245,S,Oscar,lsun,l,sun,146,n,0
2035,245,E,Oscar,lsun,l,sun,129,n,0
2036,245,W,Oscar,lsun,l,sun,121,n,0
2037,246,N,Oscar,lsun,l,sun,48,n,0
2038,246,S,Oscar,lsun,l,sun,21,n,0
2039,246,E,Oscar,lsun,l,sun,17,n,0
2040,246,W,Oscar,lsun,l,sun,65,y,1
2041,247,N,Oscar,lsun,l,sun,100,n,0
2042,247,S,Oscar,lsun,l,sun,134,y,1
2043,247,E,Oscar,lsun,l,sun,66,n,0
2044,247,W,Oscar,lsun,l,sun,67,y,1
2045,248,N,Oscar,lsun,l,sun,0,y,1
2046,248,S,Oscar,lsun,l,sun,3,n,0
2047,248,E,Oscar,lsun,l,sun,8,n,0
2048,248,W,Oscar,lsun,l,sun,,y,1
2049,249,N,Oscar,lsun,l,sun,64,n,0
2050,249,S,Oscar,lsun,l,sun,50,n,0
2051,249,E,Oscar,lsun,l,sun,50,n,0
2052,249,W,Oscar,lsun,l,sun,98,n,0
2053,250,N,Oscar,lsun,l,sun,166,n,0
2054,250,S,Oscar,lsun,l,sun,108,y,1
2055,250,E,Oscar,lsun,l,sun,64,n,0
2056,250,W,Oscar,lsun,l,sun,61,n,0
2057,251,N,Oscar,lsun,l,sun,,na,NA
2058,251,S,Oscar,lsun,l,sun,,na,NA
2059,251,E,Oscar,lsun,l,sun,,na,NA
2060,251,W,Oscar,lsun,l,sun,,na,NA
2061,252,N,Oscar,lsun,l,sun,,na,NA
2062,252,S,Oscar,lsun,l,sun,,na,NA
2063,252,E,Oscar,lsun,l,sun,,na,NA
2064,252,W,Oscar,lsun,l,sun,,na,NA
2065,253,N,Oscar,lsun,l,sun,25,y,1
2066,253,S,Oscar,lsun,l,sun,65,n,0
2067,253,E,Oscar,lsun,l,sun,77,y,1
2068,253,W,Oscar,lsun,l,sun,78,n,0
2069,254,N,Oscar,lsun,l,sun,,na,NA
2070,254,S,Oscar,lsun,l,sun,,na,NA
2071,254,E,Oscar,lsun,l,sun,,na,NA
2072,254,W,Oscar,lsun,l,sun,,na,NA
2073,255,N,Oscar,lsun,l,sun,65,n,0
2074,255,S,Oscar,lsun,l,sun,32,n,0
2075,255,E,Oscar,lsun,l,sun,32,y,1
2076,255,W,Oscar,lsun,l,sun,55,y,1
2077,256,N,Oscar,lsun,l,sun,84,n,0
2078,256,S,Oscar,lsun,l,sun,66,y,1
2079,256,E,Oscar,lsun,l,sun,43,n,0
2080,256,W,Oscar,lsun,l,sun,51,y,1
