PlantID,Cell,habtype,Year,Lvs,Age,Flwrs,dead,flwr,AgeNext,LvsNxt
54.17.G909,54,Native,2000,5,Flwr,1,0,0,Mat,8
54.18.G910,54,Native,2000,2,Mat,0,0,0,Mat,2
54.2.G854,54,Native,2000,3,Flwr,1,0,0,Mat,5
54.2.G855,54,Native,2000,2,Mat,0,0,0,Mat,3
54.2.G856,54,Native,2000,3,Flwr,1,0,0,Mat,2
54.2.G857,54,Native,2000,10,Flwr,1,0,1,Flwr,11
54.2.G858,54,Native,2000,8,Flwr,1,0,0,Mat,8
54.20.950,54,Native,2000,3,Juv,0,0,0,Juv,3
54.20.G885,54,Native,2000,10,Mat,0,0,0,Mat,8
54.21.905,54,Native,2000,2,Mat,0,0,0,Mat,5
54.21.948,54,Native,2000,11,Flwr,3,0,0,Mat,12
54.21.949,54,Native,2000,6,Flwr,2,0,0,Mat,6
54.21.G887,54,Native,2000,2,Juv,0,1,NA,,NA
54.21.G888,54,Native,2000,4,Mat,0,0,1,Flwr,3
54.22.945,54,Native,2000,2,Flwr,1,0,1,Flwr,2
54.23.947,54,Native,2000,4,Juv,0,0,0,Juv,4
54.23.G889,54,Native,2000,5,Mat,0,0,0,Mat,6
54.23.G890,54,Native,2000,2,Mat,0,0,0,Mat,2
54.24.295,54,Native,2000,6,Flwr,2,0,1,Flwr,7
54.24.G892,54,Native,2000,4,Mat,0,0,1,Flwr,5
54.24.G894,54,Native,2000,6,Mat,0,0,1,Flwr,8
54.25.G895,54,Native,2000,11,Mat,0,0,1,Flwr,6
54.25.G896,54,Native,2000,7,Flwr,2,0,0,Mat,6
54.25.G897,54,Native,2000,21,Flwr,1,0,0,Mat,18
54.25.G898,54,Native,2000,2,Mat,0,0,0,Mat,2
54.25.G899,54,Native,2000,4,Mat,0,0,0,Mat,3
54.25.G900,54,Native,2000,6,Flwr,1,0,0,Mat,9
54.25.G901,54,Native,2000,13,Mat,0,0,0,Mat,13
54.3.G863,54,Native,2000,2,Mat,0,0,1,Flwr,1
54.3.G864,54,Native,2000,10,Flwr,2,0,1,Flwr,10
54.3.G865,54,Native,2000,2,Mat,0,0,0,Mat,1
54.3.G866,54,Native,2000,7,Mat,0,0,0,Mat,8
54.4.942,54,Native,2000,4,Juv,0,0,0,Juv,5
54.4.G862,54,Native,2000,5,Mat,0,0,0,Mat,3
54.4.G867,54,Native,2000,4,Mat,0,0,0,Mat,3
54.4.G868,54,Native,2000,8,Flwr,1,0,0,Mat,7
54.4.G869,54,Native,2000,5,Mat,0,0,0,Mat,4
54.5.957,54,Native,2000,3,Flwr,1,0,0,Mat,5
54.5.958,54,Native,2000,2,Juv,0,0,1,Flwr,2
54.5.G870,54,Native,2000,5,Flwr,2,0,0,Mat,7
54.5.G874,54,Native,2000,7,Flwr,4,0,1,Flwr,8
54.5.G875,54,Native,2000,5,Flwr,1,0,0,Mat,3
54.5.G876,54,Native,2000,7,Flwr,1,0,0,Mat,7
54.5.G878,54,Native,2000,4,Mat,0,0,1,Flwr,5
54.5.T0717,54,Native,2000,1,Juv,0,0,0,Juv,1
54.6.959,54,Native,2000,4,Juv,0,0,0,Juv,3
54.6.T0751,54,Native,2000,10,Juv,0,0,0,Juv,8
54.7.960,54,Native,2000,4,Juv,0,0,0,Juv,4
54.7.G871,54,Native,2000,7,Juv,0,0,0,Juv,5
54.7.G872,54,Native,2000,7,Mat,0,0,0,Mat,5
54.7.G873,54,Native,2000,2,Mat,0,0,0,Mat,3
54.8.G860,54,Native,2000,17,Flwr,2,0,1,Flwr,14
54.8.G861,54,Native,2000,8,Flwr,1,0,1,Flwr,6
54.8.G880,54,Native,2000,6,Mat,0,0,1,Flwr,6
54.9.G859,54,Native,2000,2,Flwr,1,0,0,Mat,4
54.9.G881,54,Native,2000,9,Flwr,3,0,0,Mat,11
54.9.G883,54,Native,2000,12,Flwr,2,0,1,Flwr,12
56.1.296,56,Native,2000,4,Flwr,1,0,1,Flwr,5
56.1.G993,56,Native,2000,6,Mat,0,0,0,Mat,7
56.1.G995,56,Native,2000,5,Flwr,1,0,0,Mat,4
56.1.G996,56,Native,2000,2,Mat,0,0,0,Mat,2
56.1.G997,56,Native,2000,1,Mat,0,0,0,Mat,2
56.1.T304,56,Native,2000,4,Juv,0,0,0,Juv,4
56.1.T305,56,Native,2000,2,Juv,0,0,0,Juv,2
56.10.392,56,Native,2000,27,Mat,0,0,0,Mat,13
56.10.951,56,Native,2000,1,Juv,0,0,0,Juv,2
56.10.953,56,Native,2000,2,Juv,0,0,0,Juv,3
56.10.956,56,Native,2000,5,Juv,0,0,0,Juv,5
56.10.S142,56,Native,2000,4,Flwr,1,0,0,Mat,4
56.10.S143,56,Native,2000,4,Mat,0,0,0,Mat,3
56.10.S144,56,Native,2000,8,Mat,0,0,0,Mat,9
56.10.S145,56,Native,2000,8,Flwr,2,0,0,Mat,8
56.10.S147,56,Native,2000,4,Mat,0,0,0,Mat,2
56.10.T347,56,Native,2000,2,Juv,0,0,0,Juv,2
56.16.188,56,Native,2000,20,Mat,0,0,1,Flwr,17
56.16.S163,56,Native,2000,5,Flwr,3,0,1,Flwr,6
56.16.S165,56,Native,2000,2,Juv,0,0,0,Juv,3
56.17.955,56,Native,2000,2,Juv,0,0,0,Juv,2
56.17.S159,56,Native,2000,2,Mat,0,0,0,Mat,2
56.19.S151,56,Native,2000,4,Flwr,3,0,0,Mat,6
56.2.105,56,Native,2000,4,Mat,0,0,0,Mat,3
56.2.G1000,56,Native,2000,6,Flwr,3,0,1,Flwr,6
56.2.G998,56,Native,2000,5,Mat,0,0,0,Mat,3
56.2.G999,56,Native,2000,3,Mat,0,0,0,Mat,2
56.2.S101,56,Native,2000,33,Flwr,1,0,1,Flwr,10
56.2.S102,56,Native,2000,2,Mat,0,0,0,Mat,2
56.2.S104,56,Native,2000,2,Flwr,1,0,0,Mat,5
56.2.S106,56,Native,2000,0,Juv,0,0,0,Juv,1
56.2.S107,56,Native,2000,2,Mat,0,0,0,Mat,2
56.2.T308,56,Native,2000,5,Juv,0,0,1,Flwr,2
56.2.T309,56,Native,2000,2,Juv,0,0,1,Flwr,2
56.2.T311,56,Native,2000,1,Juv,0,0,0,Juv,2
56.20.S150,56,Native,2000,3,Flwr,1,0,0,Mat,2
56.21.S152,56,Native,2000,8,Flwr,2,0,0,Mat,7
56.21.S153,56,Native,2000,5,Juv,0,0,0,Juv,4
56.21.S154,56,Native,2000,4,Mat,0,0,0,Mat,6
56.21.T0828,56,Native,2000,15,Mat,0,0,0,Mat,10
56.21.T742,56,Native,2000,1,Juv,0,0,0,Juv,0
56.23.S156,56,Native,2000,9,Flwr,1,0,0,Mat,1
56.23.S157,56,Native,2000,6,Flwr,1,0,1,Flwr,2
56.23.T741,56,Native,2000,1,Juv,0,0,0,Juv,1
56.24.S158,56,Native,2000,6,Flwr,2,0,1,Flwr,5
56.24.S160,56,Native,2000,7,Mat,0,0,0,Mat,10
56.24.S161,56,Native,2000,2,Mat,0,0,0,Mat,1
56.24.S162,56,Native,2000,11,Mat,0,0,1,Flwr,9
56.25.S164,56,Native,2000,7,Flwr,1,0,1,Flwr,8
56.3.S108,56,Native,2000,6,Juv,0,0,0,Juv,4
56.3.S109,56,Native,2000,3,Mat,0,0,0,Mat,5
56.3.S112,56,Native,2000,5,Flwr,1,0,1,Flwr,4
56.4.S113,56,Native,2000,5,Flwr,2,0,1,Flwr,5
56.4.S114,56,Native,2000,5,Flwr,3,0,1,Flwr,2
56.4.S115,56,Native,2000,0,Mat,0,0,1,Flwr,7
56.4.S116,56,Native,2000,3,Flwr,1,0,0,Mat,2
56.4.T798,56,Native,2000,2,Juv,0,0,0,Juv,2
56.5.T313,56,Native,2000,22,Flwr,3,0,0,Mat,13
56.6.123,56,Native,2000,5,Flwr,1,0,0,Mat,5
56.6.124,56,Native,2000,4,Mat,0,0,0,Mat,4
56.6.S118,56,Native,2000,3,Mat,0,0,0,Mat,4
56.6.S119,56,Native,2000,6,Flwr,1,0,1,Flwr,5
56.6.S120,56,Native,2000,7,Mat,0,0,1,Flwr,7
56.6.S121,56,Native,2000,6,Flwr,1,0,1,Flwr,5
56.6.S122,56,Native,2000,5,Mat,0,0,0,Mat,5
56.7.129,56,Native,2000,4,Mat,0,0,0,Mat,3
56.7.T316,56,Native,2000,1,Juv,0,0,0,Juv,1
56.8.S110,56,Native,2000,14,Flwr,4,0,1,Flwr,8
56.8.S111,56,Native,2000,21,Flwr,1,0,1,Flwr,14
56.8.S136,56,Native,2000,4,Flwr,1,0,0,Mat,5
56.8.T746,56,Native,2000,1,Juv,0,0,0,Juv,1
56.9.S137,56,Native,2000,4,Mat,0,0,0,Mat,6
56.9.S138,56,Native,2000,7,Mat,0,0,0,Mat,7
56.9.S139,56,Native,2000,4,Juv,0,0,0,Juv,3
56.9.S140,56,Native,2000,4,Mat,0,0,0,Mat,4
56.9.S141,56,Native,2000,7,Mat,0,0,0,Mat,4
56.9.T0829 ,56,Native,2000,14,Mat,0,0,1,Flwr,15
56.9.T753,56,Native,2000,3,Juv,0,0,0,Juv,4
66.1.251,66,Poa,2000,1,Mat,0,0,0,Mat,1
66.1.252,66,Poa,2000,7,Mat,0,0,0,Mat,7
66.1.253,66,Poa,2000,6,Flwr,1,0,0,Mat,6
66.1.254,66,Poa,2000,10,Flwr,2,0,0,Mat,6
66.1.256,66,Poa,2000,4,Juv,0,0,0,Juv,3
66.1.977,66,Poa,2000,2,Juv,0,0,0,Juv,2
66.10.255,66,Poa,2000,2,Mat,0,0,0,Mat,3
66.10.257,66,Poa,2000,3,Mat,0,0,1,Flwr,3
66.10.258,66,Poa,2000,9,Flwr,1,0,0,Mat,4
66.10.259,66,Poa,2000,3,Flwr,1,0,0,Mat,3
66.10.263,66,Poa,2000,2,Flwr,1,0,0,Mat,3
66.10.268,66,Poa,2000,4,Mat,0,0,1,Flwr,3
66.10.269,66,Poa,2000,6,Mat,0,0,0,Mat,3
66.10.284,66,Poa,2000,2,Mat,0,0,0,Mat,2
66.10.T301,66,Poa,2000,1,Juv,0,0,0,Juv,1
66.10.T302,66,Poa,2000,6,Flwr,1,0,1,Flwr,8
66.10.T718 ,66,Poa,2000,2,Juv,0,0,0,Juv,2
66.10.T744,66,Poa,2000,3,Juv,0,0,1,Flwr,2
66.16.602,66,Poa,2000,5,Juv,0,0,0,Juv,6
66.16.998,66,Poa,2000,4,Juv,0,0,0,Juv,2
66.17.603,66,Poa,2000,3,Juv,0,0,0,Juv,5
66.17.608,66,Poa,2000,5,Mat,0,0,0,Mat,3
66.17.609,66,Poa,2000,1,Mat,0,0,0,Mat,3
66.17.610,66,Poa,2000,5,Flwr,1,0,1,Flwr,3
66.17.985,66,Poa,2000,7,Juv,0,0,0,Juv,5
66.17.986,66,Poa,2000,4,Juv,0,0,0,Juv,3
66.18.612,66,Poa,2000,5,Mat,0,0,0,Mat,4
66.19.279,66,Poa,2000,14,Flwr,2,0,0,Mat,20
66.19.288,66,Poa,2000,5,Flwr,1,0,1,Flwr,5
66.19.618,66,Poa,2000,5,Mat,0,0,0,Mat,7
66.19.619,66,Poa,2000,16,Flwr,2,0,1,Flwr,9
66.19.623,66,Poa,2000,6,Flwr,2,0,0,Mat,6
66.19.624,66,Poa,2000,4,Flwr,1,0,0,Mat,3
66.19.938,66,Poa,2000,2,Juv,0,0,0,Juv,1
66.19.993,66,Poa,2000,9,Mat,0,0,0,Mat,5
66.19.995,66,Poa,2000,3,Flwr,1,0,0,Mat,5
66.2.242,66,Poa,2000,2,Mat,0,0,0,Mat,2
66.2.243,66,Poa,2000,10,Flwr,3,0,1,Flwr,8
66.2.244,66,Poa,2000,15,Flwr,3,0,0,Mat,20
66.2.245,66,Poa,2000,9,Flwr,2,0,0,Mat,9
66.2.246,66,Poa,2000,12,Flwr,2,0,0,Mat,19
66.2.247,66,Poa,2000,5,Flwr,2,0,0,Mat,6
66.2.978,66,Poa,2000,2,Juv,0,0,0,Juv,4
66.20.620,66,Poa,2000,5,Mat,0,0,0,Mat,5
66.20.628,66,Poa,2000,3,Flwr,2,0,1,Flwr,5
66.20.630,66,Poa,2000,14,Flwr,1,0,1,Flwr,22
66.20.982,66,Poa,2000,4,Juv,0,0,0,Juv,5
66.20.983,66,Poa,2000,2,Juv,0,0,0,Juv,2
66.20.984,66,Poa,2000,2,Flwr,1,0,0,Mat,2
66.21.621,66,Poa,2000,9,Mat,0,0,0,Mat,7
66.21.626,66,Poa,2000,4,Juv,0,0,0,Juv,3
66.21.980,66,Poa,2000,7,Flwr,2,0,0,Mat,8
66.21.981,66,Poa,2000,1,Juv,0,0,0,Juv,1
66.21.987,66,Poa,2000,2,Juv,0,0,0,Juv,3
66.21.T748,66,Poa,2000,3,Juv,0,0,0,Juv,3
66.22.622,66,Poa,2000,4,Juv,0,0,0,Juv,5
66.22.625,66,Poa,2000,5,Mat,0,0,1,Flwr,6
66.23.611,66,Poa,2000,7,Mat,0,0,0,Mat,6
66.23.613,66,Poa,2000,3,Mat,0,0,0,Mat,4
66.23.614,66,Poa,2000,10,Mat,0,0,0,Mat,7
66.23.615,66,Poa,2000,3,Mat,0,0,0,Mat,4
66.23.616,66,Poa,2000,12,Flwr,1,0,1,Flwr,8
66.23.968,66,Poa,2000,2,Juv,0,0,0,Juv,5
66.23.970,66,Poa,2000,7,Flwr,1,0,0,Mat,5
66.24.607,66,Poa,2000,7,Flwr,3,0,1,Flwr,6
66.25.605,66,Poa,2000,3,Mat,0,0,0,Mat,3
66.25.606,66,Poa,2000,1,Juv,0,0,0,Juv,2
66.25.963,66,Poa,2000,2,Juv,0,0,0,Juv,2
66.3.230,66,Poa,2000,3,Flwr,1,0,0,Mat,4
66.3.231,66,Poa,2000,5,Mat,0,0,0,Mat,3
66.3.232,66,Poa,2000,3,Mat,0,0,0,Mat,3
66.3.233,66,Poa,2000,5,Juv,0,0,0,Juv,4
66.3.238,66,Poa,2000,4,Mat,0,0,1,Flwr,8
66.3.239,66,Poa,2000,3,Flwr,1,0,0,Mat,5
66.3.240,66,Poa,2000,5,Mat,0,0,0,Mat,4
66.3.988,66,Poa,2000,3,Juv,0,0,0,Juv,3
66.4.226,66,Poa,2000,3,Flwr,1,0,1,Flwr,2
66.4.241,66,Poa,2000,8,Mat,0,0,0,Mat,8
66.4.989,66,Poa,2000,4,Juv,0,0,0,Juv,2
66.4.990,66,Poa,2000,2,Juv,0,0,0,Juv,3
66.5.225,66,Poa,2000,3,Flwr,2,0,0,Mat,3
66.6.991,66,Poa,2000,3,Juv,0,0,0,Juv,3
66.7.227,66,Poa,2000,3,Mat,0,0,0,Mat,2
66.7.228,66,Poa,2000,5,Flwr,1,0,0,Mat,5
66.7.229,66,Poa,2000,28,Mat,0,0,0,Mat,17
66.8.234,66,Poa,2000,20,Flwr,3,0,0,Mat,12
66.8.235,66,Poa,2000,4,Flwr,1,0,0,Mat,5
66.8.236,66,Poa,2000,9,Flwr,1,0,0,Mat,17
66.8.237,66,Poa,2000,2,Mat,0,0,0,Mat,2
66.8.996,66,Poa,2000,1,Juv,0,0,0,Juv,1
66.9.1000,66,Poa,2000,3,Juv,0,0,0,Juv,6
66.9.248,66,Poa,2000,6,Mat,0,0,0,Mat,8
66.9.249,66,Poa,2000,2,Flwr,1,0,0,Mat,2
66.9.250,66,Poa,2000,3,Mat,0,0,0,Mat,3
66.9.266,66,Poa,2000,6,Mat,0,0,0,Mat,7
66.9.267,66,Poa,2000,7,Mat,0,0,0,Mat,9
66.9.270,66,Poa,2000,5,Mat,0,0,1,Flwr,3
66.9.272,66,Poa,2000,10,Flwr,1,0,1,Flwr,10
66.9.273,66,Poa,2000,6,Mat,0,0,0,Mat,4
66.9.274,66,Poa,2000,0,Mat,0,0,0,Mat,9
66.9.275,66,Poa,2000,10,Mat,0,0,0,Mat,10
66.9.997,66,Poa,2000,5,Flwr,1,0,1,Flwr,2
66.9.999,66,Poa,2000,3,Juv,0,0,0,Juv,2
74.16.2283,74,Brome,2000,5,Mat,0,0,0,Mat,4
74.16.2287,74,Brome,2000,6,Flwr,1,0,0,Mat,11
74.2.2254,74,Brome,2000,9,Mat,0,0,0,Mat,5
74.21.2289,74,Brome,2000,6,Flwr,1,0,0,Mat,4
74.21.339,74,Brome,2000,6,Flwr,1,0,0,Mat,4
74.21.905,74,Brome,2000,1,Flwr,3,1,NA,,NA
74.23.340,74,Brome,2000,2,Mat,0,0,0,Mat,2
74.24.2288,74,Brome,2000,15,Flwr,1,0,0,Mat,9
74.24.901,74,Brome,2000,7,Juv,0,0,0,Juv,6
74.24.902,74,Brome,2000,3,Flwr,1,0,0,Mat,4
74.24.903,74,Brome,2000,2,Juv,0,0,0,Juv,1
74.24.904,74,Brome,2000,3,Juv,0,0,0,Juv,2
74.3.2255,74,Brome,2000,4,Mat,0,0,0,Mat,6
74.4.1046,74,Brome,2000,2,Juv,0,0,0,Juv,2
74.4.2256,74,Brome,2000,4,Mat,0,0,0,Mat,5
74.4.2259,74,Brome,2000,2,Mat,0,0,0,Mat,2
74.4.2260,74,Brome,2000,14,Flwr,2,0,1,Flwr,19
74.4.2262,74,Brome,2000,7,Mat,0,0,0,Mat,6
74.4.2263,74,Brome,2000,4,Flwr,1,0,1,Flwr,6
74.4.2264,74,Brome,2000,11,Flwr,2,0,0,Mat,10
74.4.2265,74,Brome,2000,9,Flwr,1,0,1,Flwr,11
74.4.2266,74,Brome,2000,5,Mat,0,0,0,Mat,6
74.4.2269,74,Brome,2000,12,Flwr,1,0,0,Mat,8
74.4.2272,74,Brome,2000,5,Flwr,1,0,0,Mat,5
74.4.2274,74,Brome,2000,7,Flwr,3,0,0,Mat,7
74.4.294,74,Brome,2000,4,Juv,0,0,0,Juv,4
74.4.907,74,Brome,2000,4,Juv,0,0,1,Flwr,4
74.4.908,74,Brome,2000,4,Flwr,1,0,1,Flwr,6
74.4.912,74,Brome,2000,7,Juv,0,0,0,Juv,9
74.4.914,74,Brome,2000,2,Juv,0,0,0,Juv,0
74.4.T0759,74,Brome,2000,4,Juv,0,0,0,Juv,3
74.5.2268,74,Brome,2000,6,Flwr,1,0,0,Mat,8
74.5.2273,74,Brome,2000,5,Flwr,1,0,1,Flwr,7
74.5.2277,74,Brome,2000,26,Flwr,2,0,0,Mat,23
74.5.290,74,Brome,2000,11,Mat,0,0,0,Mat,11
74.5.911,74,Brome,2000,7,Juv,0,0,0,Juv,8
74.5.913,74,Brome,2000,6,Mat,0,0,1,Flwr,7
74.5.T0737,74,Brome,2000,6,Flwr,1,0,0,Mat,5
74.6.2276,74,Brome,2000,20,Flwr,4,0,1,Flwr,17
74.6.2323,74,Brome,2000,6,Flwr,2,0,1,Flwr,9
74.6.2324,74,Brome,2000,8,Flwr,1,0,1,Flwr,8
74.6.906,74,Brome,2000,3,Juv,0,0,0,Juv,4
74.7.2257,74,Brome,2000,1,Mat,0,0,0,Mat,1
74.7.2258,74,Brome,2000,15,Mat,0,0,0,Mat,12
74.7.2271,74,Brome,2000,10,Flwr,1,0,0,Mat,11
74.7.2280,74,Brome,2000,2,Mat,0,0,0,Mat,2
74.7.952,74,Brome,2000,7,Flwr,1,0,1,Flwr,8
74.7.T0745,74,Brome,2000,2,Juv,0,0,0,Juv,2
74.8.337,74,Brome,2000,6,Mat,0,0,0,Mat,9
78.16.2439,78,Brome,2000,5,Juv,0,0,0,Juv,7
78.18.2447,78,Brome,2000,18,Flwr,2,0,0,Mat,13
78.18.964,78,Brome,2000,6,Flwr,1,0,0,Mat,5
78.21.2383,78,Brome,2000,0,Mat,0,0,0,Mat,16
78.23.2446,78,Brome,2000,6,Mat,0,0,0,Mat,7
78.23.969,78,Brome,2000,4,Flwr,1,0,0,Mat,4
78.24.2443,78,Brome,2000,10,Juv,0,0,0,Juv,15
78.24.2444,78,Brome,2000,4,Juv,0,0,0,Juv,2
78.24.2445,78,Brome,2000,4,Mat,0,0,0,Mat,4
78.24.965,78,Brome,2000,3,Juv,0,0,0,Juv,5
78.25.2442,78,Brome,2000,2,Mat,0,0,0,Mat,6
78.25.962,78,Brome,2000,2,Flwr,1,0,0,Mat,5
78.25.966,78,Brome,2000,21,Flwr,1,0,0,Mat,31
78.4.2428,78,Brome,2000,0,Juv,0,0,0,Juv,2
78.4.2429,78,Brome,2000,7,Mat,0,0,1,Flwr,5
78.4.2430,78,Brome,2000,12,Flwr,2,0,0,Mat,6
78.4.971,78,Brome,2000,3,Flwr,1,0,0,Mat,2
78.5.2423,78,Brome,2000,0,Mat,0,0,0,Mat,7
78.5.2424,78,Brome,2000,5,Flwr,1,0,0,Mat,4
78.5.2425,78,Brome,2000,12,Mat,0,0,0,Mat,12
78.5.2426,78,Brome,2000,16,Mat,0,0,0,Mat,14
78.5.2427,78,Brome,2000,2,Mat,0,0,0,Mat,3
78.6.2433,78,Brome,2000,0,Mat,0,0,1,Flwr,6
78.6.972,78,Brome,2000,3,Flwr,1,0,0,Mat,2
78.6.973,78,Brome,2000,1,Juv,0,0,0,Juv,1
78.7.931,78,Brome,2000,6,Mat,0,0,0,Mat,14
78.7.974,78,Brome,2000,2,Juv,0,0,0,Juv,3
78.7.975,78,Brome,2000,5,Flwr,1,0,0,Mat,3
78.7.976,78,Brome,2000,2,Juv,0,0,0,Juv,4
80.1.2407,80,Brome,2000,3,Mat,0,0,0,Mat,5
80.1.2408,80,Brome,2000,6,Flwr,1,0,0,Mat,3
80.1.2409,80,Brome,2000,7,Juv,0,0,0,Juv,6
80.1.2411,80,Brome,2000,9,Flwr,2,0,0,Mat,9
80.1.2413,80,Brome,2000,0,Mat,0,0,0,Mat,13
80.10.2404,80,Brome,2000,11,Mat,0,0,0,Mat,7
80.10.2405,80,Brome,2000,8,Mat,0,0,0,Mat,13
80.10.2406,80,Brome,2000,4,Juv,0,0,0,Juv,3
80.10.2410,80,Brome,2000,14,Flwr,2,0,0,Mat,10
80.10.T0389,80,Brome,2000,4,Juv,0,0,0,Juv,5
80.11.2400,80,Brome,2000,3,Juv,0,0,0,Juv,1
80.11.2403,80,Brome,2000,7,Juv,0,0,0,Juv,12
80.12.2391,80,Brome,2000,0,Mat,0,0,0,Mat,2
80.12.2401,80,Brome,2000,8,Flwr,2,0,1,Flwr,8
80.12.2402,80,Brome,2000,3,Juv,0,0,0,Juv,2
80.2.2397,80,Brome,2000,5,Mat,0,0,0,Mat,4
80.2.2412,80,Brome,2000,15,Mat,0,0,0,Mat,11
80.2.T318,80,Brome,2000,7,Juv,0,0,0,Juv,6
80.20.2385,80,Brome,2000,12,Mat,0,0,0,Mat,15
80.20.2386,80,Brome,2000,5,Juv,0,0,0,Juv,5
80.20.2388,80,Brome,2000,8,Mat,0,0,0,Mat,6
80.20.T0348,80,Brome,2000,7,Juv,0,0,0,Juv,7
80.21.2383,80,Brome,2000,18,Mat,0,0,0,Mat,16
80.21.T0349,80,Brome,2000,11,Juv,0,0,0,Juv,7
80.22.2390,80,Brome,2000,6,Flwr,1,1,NA,,NA
80.4.2415,80,Brome,2000,11,Flwr,2,0,0,Mat,3
80.6.2417,80,Brome,2000,3,Mat,0,0,0,Mat,3
80.6.2418,80,Brome,2000,0,Juv,0,0,0,Juv,0
80.6.2421,80,Brome,2000,16,Flwr,2,0,0,Mat,10
80.6.T319,80,Brome,2000,3,Juv,0,0,0,Juv,3
80.7.2416,80,Brome,2000,11,Mat,0,0,0,Mat,5
80.9.2392,80,Brome,2000,0,Juv,0,0,0,Juv,4
80.9.2393,80,Brome,2000,7,Juv,0,0,0,Juv,9
80.9.2394,80,Brome,2000,0,Mat,0,0,0,Mat,3
80.9.2395,80,Brome,2000,9,Juv,0,0,0,Juv,9
80.9.2396,80,Brome,2000,10,Mat,0,0,0,Mat,5
80.9.2398,80,Brome,2000,6,Mat,0,0,0,Mat,7
80.9.2399,80,Brome,2000,5,Juv,0,0,0,Juv,3
80.9.T0320,80,Brome,2000,9,Flwr,1,0,0,Mat,8
80.9.T0321,80,Brome,2000,16,Juv,0,0,1,Flwr,13
9.1.565,9,Brome,2000,15,Flwr,2,0,0,Mat,16
9.2.566,9,Brome,2000,8,Juv,0,0,0,Juv,8
9.3.563,9,Brome,2000,11,Flwr,3,0,0,Mat,5
9.3.564,9,Brome,2000,10,Flwr,1,0,1,Flwr,15
9.4.562,9,Brome,2000,9,Mat,0,0,0,Mat,6
9.9.568,9,Brome,2000,11,Juv,0,0,0,Juv,10
9.9.569,9,Brome,2000,2,Mat,0,0,0,Mat,2
9.9.570,9,Brome,2000,3,Flwr,1,0,1,Flwr,4
92.1.280,92,Brome,2000,5,Juv,0,0,0,Juv,3
92.1.286,92,Brome,2000,2,Juv,0,0,0,Juv,3
92.10.2453,92,Brome,2000,3,Flwr,1,0,1,Flwr,4
92.10.923,92,Brome,2000,2,Juv,0,0,0,Juv,4
92.16.2452,92,Brome,2000,9,Flwr,3,0,0,Mat,9
92.3.918,92,Brome,2000,3,Juv,0,0,0,Juv,4
92.3.919,92,Brome,2000,4,Flwr,1,0,0,Mat,2
92.3.920,92,Brome,2000,5,Juv,0,0,0,Juv,4
92.3.921,92,Brome,2000,11,Juv,0,0,0,Juv,13
92.3.T0835,92,Brome,2000,8,Flwr,2,0,0,Mat,8
92.4.922,92,Brome,2000,4,Flwr,1,0,0,Mat,3
92.5.2456,92,Brome,2000,1,Mat,0,0,0,Mat,2
92.5.929,92,Brome,2000,2,Juv,0,0,0,Juv,2
92.5.930,92,Brome,2000,2,Juv,0,0,0,Juv,2
92.5.931,92,Brome,2000,4,Juv,0,0,0,Juv,4
92.5.932,92,Brome,2000,6,Juv,0,0,0,Juv,5
92.5.933,92,Brome,2000,12,Juv,0,0,1,Flwr,9
92.6.2454,92,Brome,2000,5,Flwr,5,0,0,Mat,5
92.6.934,92,Brome,2000,6,Juv,0,0,0,Juv,9
92.8.935,92,Brome,2000,2,Flwr,1,0,0,Mat,3
92.9.2450,92,Brome,2000,9,Mat,0,0,1,Flwr,10
92.9.2451,92,Brome,2000,5,Flwr,1,0,1,Flwr,6
11.16.873,11,Poa,2001,2,Juv,0,1,NA,,NA
11.16.T0810,11,Poa,2001,3,Juv,0,0,0,Juv,6
11.16.T0811,11,Poa,2001,4,Juv,0,0,0,Juv,4
11.16.T0873,11,Poa,2001,2,Juv,0,1,NA,,NA
11.17.2460,11,Poa,2001,6,Juv,0,0,0,Juv,10
11.17.303,11,Poa,2001,0,Mat,0,0,0,Mat,9
11.17.304,11,Poa,2001,5,Mat,0,0,0,Mat,1
11.17.553,11,Poa,2001,0,Mat,0,0,0,Mat,0
11.17.T0809,11,Poa,2001,3,Juv,0,0,0,Juv,2
11.17.T0874,11,Poa,2001,2,Juv,0,0,0,Juv,7
11.17.T784,11,Poa,2001,1,Juv,0,0,0,Juv,2
11.17.T786,11,Poa,2001,3,Mat,0,0,0,Mat,3
11.18.762,11,Poa,2001,5,Flwr,1,1,NA,,NA
11.18.T716,11,Poa,2001,0,Mat,0,0,0,Mat,5
11.24.2815,11,Poa,2001,11,Juv,0,0,1,Flwr,14
11.24.T0812,11,Poa,2001,4,Mat,0,0,0,Mat,8
11.24.T0813,11,Poa,2001,2,Juv,0,0,0,Juv,3
11.24.T0814,11,Poa,2001,3,Juv,0,0,0,Juv,2
11.24.T0815,11,Poa,2001,5,Juv,0,0,0,Juv,6
11.24.T0816,11,Poa,2001,4,Juv,0,0,0,Juv,4
11.24.T0817,11,Poa,2001,8,Juv,0,0,0,Juv,5
11.24.T0818,11,Poa,2001,5,Juv,0,0,0,Juv,12
11.24.T0840,11,Poa,2001,5,Juv,0,0,0,Juv,4
11.24.T0841,11,Poa,2001,3,Juv,0,0,0,Juv,5
11.24.T0871,11,Poa,2001,3,Juv,0,0,0,Juv,3
11.24.T0872,11,Poa,2001,8,Juv,0,0,0,Juv,2
