indID,ID,treatment,date,trackID,sex,starttime,interval,gps.num,index,waypt,flag,latitude,longitude,behavior,nect.plant,habitat,Chel_Plan,release.area,recorder,tracker,temp,cloudcover,Notes,Notes2,track_num,track_flag,time,eastings,northings,Edisp,Ndisp,step,angle,turnangle,angleradians,cosangle,virgin_mated,IsDate,inithost,finhost,doy,firstmarked,doy_1stMark,app.age,age.dev,doy.dev
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,256,604,30,42.485149,-71.568567,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_30,15,288894.5276,4706841.111,1.061298503,-5.700814835,3.855955894,169.4541934,-237.4912481,-4.145004223,-0.53742843,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,257,605,31,42.485161,-71.568611,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_31,15,288890.9515,4706842.553,-3.576113476,1.442154036,3.702074151,-68.03705471,-41.3350099,-0.721432019,0.750860707,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,258,606,32,42.485149,-71.568653,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_32,15,288887.459,4706841.325,-3.492479356,-1.227982477,6.230243641,-109.3720646,-65.86611909,-1.149580644,0.408870178,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,259,607,33,42.485093,-71.568657,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_33,45,288886.9418,4706835.116,-0.517195768,-6.208739353,8.899119509,-175.2381837,275.5896552,4.809946868,0.09740321,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,260,608,34,42.485081,-71.56855,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_34,195,288895.6961,4706833.517,8.754277568,-1.599047311,2.834233152,100.3514715,39.52429348,0.689829056,0.771354816,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,261,609,35,42.485062,-71.568527,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_35,15,288897.5226,4706831.35,1.826513389,-2.167193208,3.871228367,139.875765,-231.4307683,-4.039228898,-0.623459823,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,262,610,36,42.48506,-71.568574,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_36,15,288893.6528,4706831.245,-3.869802728,-0.105051961,7.595757876,-91.55500332,50.28797418,0.877690724,0.638929293,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,263,611,37,42.48511,-71.568637,p,aster,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_37,2730,288888.6429,4706836.954,-5.009928278,5.709304367,0.414661651,-41.26702914,6.495315525,0.113364642,0.993581108,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,264,612,38,42.485113,-71.56864,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_38,135,288888.4064,4706837.295,-0.2364849,0.340615879,0.667161112,-34.77171362,-63.07864138,-1.10092998,0.452767121,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,Female,2:38pm,15,3,265,613,39,42.485112,-71.568648,b,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_39,15,288887.7455,4706837.204,-0.6609086,-0.091125034,0.595411885,-97.85035499,-24.45448542,-0.426811287,0.910290407,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RGBR,2013-7-3-BW-70,W,3-Jul,3-Jul_L-RGBR,female,2:38pm,15,3,268,614,40,42.485109,-71.568654,f,n/a,up,Plantago,3,Lee,Natalie,84,sunny,mated,,22,22_40,15,288887.2422,4706836.885,-0.503252061,-0.318202256,NA,-122.3048404,NA,NA,NA,mated,7/3/13,W,W,10,7/3/13,10,0,-1.266106443,-1.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,1,622,1,42.484937,-71.569016,p,cup,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_1,60,288856.9096,4706818.687,NA,NA,1.844788952,NA,NA,NA,NA,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,5,623,2,42.484921,-71.569022,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_2,30,288856.3626,4706816.925,-0.547002216,-1.761827135,1.67805262,-162.7517693,63.03115295,1.10010115,0.453505973,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,6,624,3,42.484918,-71.569042,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_3,15,288854.7086,4706816.641,-1.653960448,-0.283329197,0.451940796,-99.72061637,-68.06021501,-1.187874842,0.373631963,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,7,625,4,42.484914,-71.569043,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_4,15,288854.6129,4706816.2,-0.095654076,-0.44170214,1.114031139,-167.7808314,345.2835167,6.02633422,0.96719471,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,8,626,5,42.484904,-71.569042,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_5,15,288854.6615,4706815.087,0.048541193,-1.112973104,0.586240507,177.5026853,-74.84266131,-1.306250861,0.261470574,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,11,627,6,42.484903,-71.569035,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_6,15,288855.2335,4706814.958,0.571987649,-0.128483699,0.328923986,102.660024,-10.92427006,-0.190664481,0.981878525,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,12,628,7,42.484903,-71.569031,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_7,15,288855.5622,4706814.948,0.328773061,-0.009963104,0,91.73575396,-91.73575396,-1.601090948,-0.030289988,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,13,629,8,42.484903,-71.569031,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_8,15,288855.5622,4706814.948,0,0,0.595413337,0,125.7760039,2.195205388,-0.584617942,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,14,630,9,42.4849,-71.569025,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_9,15,288856.0453,4706814.6,0.483064041,-0.34808932,0.236926304,125.7760039,-144.3487169,-2.519360382,-0.812579401,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,15,631,10,42.484902,-71.569026,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_10,15,288855.9698,4706814.825,-0.0754629,0.224587231,2.136358188,-18.57271302,29.16522352,0.509029177,0.87321803,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,17,623,11,42.484921,-71.569022,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_11,15,288856.3626,4706816.925,0.392711479,2.099953333,3.480164855,10.5925105,-166.6434636,-2.908477116,-0.972951398,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,18,633,12,42.484892,-71.569038,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_12,15,288854.9499,4706813.744,-1.412682674,-3.18054635,2.026655906,-156.0509531,-12.87292919,-0.224674999,0.974866565,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,19,634,13,42.484874,-71.569042,p,grass,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_13,15,288854.5605,4706811.755,-0.389346791,-1.988905035,2.053888723,-168.9238822,40.18545152,0.701368441,0.763959898,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,20,635,14,42.484862,-71.569061,p,aster,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_14,15,288852.9585,4706810.47,-1.602055499,-1.285253697,4.665992225,-128.7384307,199.5485326,3.482778912,-0.942358401,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,21,636,15,42.484877,-71.569008,f,na,wet,none,2,Norah,Emma,91,sunny,mated female,,23,23_15,15,288857.3652,4706812.004,4.40672328,1.533712286,2.211894618,70.81010189,79.56154922,1.388610992,0.181179172,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,22,637,16,42.48486,-71.568994,p,aster,wet,none,2,Norah,Emma,91,sunny,mated female,,23,23_16,15,288858.4587,4706810.081,1.093498802,-1.922690348,4.565822395,150.3716511,-277.8820094,-4.849955996,0.137133524,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,23,638,17,42.484834,-71.569037,p,sedge,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_17,15,288854.8369,4706807.301,-3.621807895,-2.780151383,2.715899233,-127.5103583,36.90167283,0.64405569,0.799667128,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,24,639,18,42.484833,-71.56907,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_18,15,288852.1211,4706807.272,-2.715745976,-0.02885199,5.084320733,-90.60868544,108.3034217,1.8902513,-0.314049155,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,25,640,19,42.484877,-71.569053,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_19,15,288853.6665,4706812.116,1.545356607,4.843778512,2.082618935,17.69473627,-115.1680482,-2.010061634,-0.425274635,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,26,641,20,42.484874,-71.569078,f,na,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_20,30,288851.6016,4706811.845,-2.064928238,-0.270874515,5.082961682,-97.4733119,23.12097672,0.40353717,0.919677796,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,27,642,21,42.484885,-71.569138,p,gallium,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_21,30,288846.707,4706813.216,-4.894579584,1.370981458,0.586240705,-74.35233518,-24.83610142,-0.433471743,0.907513006,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,28,643,22,42.484884,-71.569145,f,na,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_22,15,288846.1283,4706813.122,-0.578718365,-0.093612066,6.691033103,-99.1884366,180.400311,3.148579398,-0.999975593,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,29,644,23,42.484895,-71.569065,f,na,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_23,15,288852.7407,4706814.145,6.612480816,1.022262903,6.247855246,81.21187435,19.73296448,0.344405201,0.941276445,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,30,645,24,42.484886,-71.56899,f,na,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_24,15,288858.875,4706812.958,6.134209437,-1.186241861,2.399043141,100.9448388,-77.05851439,-1.344924793,0.223955844,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,31,646,25,42.484906,-71.568979,f,na,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_25,15,288859.8464,4706815.152,0.971428604,2.193566606,8.301553568,23.88632445,-30.12188877,-0.525726136,0.864959765,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,32,647,26,42.48498,-71.568993,p,goldenrod,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_26,90,288858.9447,4706823.404,-0.901685019,8.252439382,2.731666869,-6.235564321,-125.7700825,-2.195102041,-0.584534092,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,33,648,27,42.484963,-71.569017,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_27,15,288856.9149,4706821.576,-2.029843943,-1.828041972,1.029875286,-132.0056469,-32.39941865,-0.565476531,0.844333362,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,35,649,28,42.484954,-71.56902,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_28,15,288856.638,4706820.584,-0.276866179,-0.991961805,1.578108762,-164.4050655,84.23498605,1.470177852,0.100448782,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,37,650,29,42.484956,-71.569039,p,milkweed,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_29,15,288855.083,4706820.854,-1.554940356,0.269421147,7.530617188,-80.17007946,148.4319256,2.590625818,-0.852018771,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,38,651,30,42.484983,-71.568955,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_30,15,288862.0781,4706823.643,6.995085989,2.789079999,8.477654175,68.26184619,-235.906115,-4.117338432,-0.560550615,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,39,652,31,42.484908,-71.568974,f,na,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_31,15,288860.2641,4706815.362,-1.814053955,-8.281293894,0.111099207,-167.6442688,-10.62001707,-0.185354264,0.982871023,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,40,653,32,42.484907,-71.568974,p,sedge,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_32,30,288860.2607,4706815.251,-0.003365116,-0.111048232,0.270555826,-178.2642859,65.75538306,1.147647935,0.410633189,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,46,654,33,42.484906,-71.568977,f,na,up/wet edge,none,2,Norah,Emma,91,sunny,mated female,,23,23_33,60,288860.0108,4706815.147,-0.249944899,-0.103576071,0.947705197,-112.5089028,273.9361559,4.78108786,0.068644855,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,47,655,34,42.484898,-71.568973,f,na,wet,none,2,Norah,Emma,91,sunny,mated female,,23,23_34,15,288860.3126,4706814.249,0.301852125,-0.898348727,0.586240547,161.427253,-260.615803,-4.548603845,-0.163053846,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,48,656,35,42.484897,-71.56898,p,sedge,up/wet edge,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_35,15,288859.7339,4706814.155,-0.578718023,-0.093613185,2.447650914,-99.18854994,-61.47614187,-1.072961087,0.477524661,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,49,657,36,42.484876,-71.568989,p,unk weed,wet,none,2,Norah,Emma,91,sunny,mated female,,23,23_36,45,288858.9235,4706811.845,-0.810407285,-2.309596292,10.59668732,-160.6646918,84.50444958,1.474880878,0.09576845,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,50,658,37,42.484896,-71.569115,f,na,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_37,15,288848.6344,4706814.38,-10.28904987,2.534804689,8.03650265,-76.16024222,-77.9438359,-1.360376568,0.208870418,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,51,659,38,42.48483,-71.569155,p,milkweed,up,none,2,Norah,Emma,91,sunny,mated female,,23,23_38,15,288845.1246,4706807.151,-3.509844163,-7.229548312,6.869667358,-154.1040781,318.4270749,5.557600884,0.748111743,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,53,660,39,42.484771,-71.56913,p,Plantago,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_39,15,288846.9809,4706800.537,1.856280496,-6.614117653,0.799945135,164.3229968,-28.60635098,-0.499275012,0.877929909,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-RBBB,2013-7-4-BW-89,W,4-Jul,4-Jul_L-RBBB,Female,10:27am,15,3,57,661,40,42.484766,-71.569123,f,na,up,Plantago,2,Norah,Emma,91,sunny,mated female,,23,23_40,15,288847.5394,4706799.964,0.558527557,-0.57267721,NA,135.7166458,NA,NA,NA,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,1,662,1,42.484763,-71.568837,p,cup,wet,none,2,Norah,Emma,91,sunny,mated female,,24,24_1,15,288871.0366,4706798.918,NA,NA,0.343291788,NA,NA,NA,NA,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,2,663,2,42.48476,-71.568836,p,poison ivy,wet,none,2,Norah,Emma,91,sunny,mated female,,24,24_2,15,288871.1087,4706798.583,0.07209867,-0.335635268,0.595414197,167.8763854,-110.1809651,-1.923020614,-0.344986392,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,9,664,3,42.484763,-71.56883,w,poison ivy,wet,none,2,Norah,Emma,91,sunny,mated female,,24,24_3,15,288871.612,4706798.901,0.503255463,0.318201201,0.671648049,57.69542037,-48.92733125,-0.853943025,0.657015706,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,60,665,4,42.484769,-71.568829,p,grass,wet,none,2,Norah,Emma,91,sunny,mated female,,24,24_4,180,288871.7144,4706799.565,0.102382952,0.663798789,1.110991973,8.768089113,-7.032477409,-0.122739885,0.992476912,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,218,666,5,42.484779,-71.568829,f,na,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_5,15,288871.748,4706800.675,0.033649176,1.110482281,5.916325878,1.735611704,5.583316283,0.097447252,0.995255773,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,219,667,6,42.484832,-71.568822,p,aster,up,Plantago,2,Norah,Emma,91,sunny,mated female,,24,24_6,120,288872.5017,4706806.543,0.753694241,5.868122092,1.570741103,7.318927987,-44.50232427,-0.776712083,0.713222015,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,240,668,7,42.484843,-71.568834,p,aster,up,Plantago,2,Norah,Emma,91,sunny,mated female,,24,24_7,15,288871.5524,4706807.795,-0.949306073,1.251417434,0.979286851,-37.18339629,63.74424138,1.112546891,0.44237883,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,245,669,8,42.484851,-71.568829,f,na,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_8,15,288871.9903,4706808.671,0.437886093,0.875932935,2.854322927,26.56084509,-11.50023063,-0.200716889,0.979923902,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,246,670,9,42.484876,-71.568821,p,rose,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_9,15,288872.732,4706811.427,0.741669479,2.756281146,17.24011031,15.06061446,-22.93500389,-0.400291332,0.920947505,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,264,671,10,42.485029,-71.568856,f,na,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_10,15,288870.37,4706828.505,-2.361925897,17.07754987,16.27309435,-7.874389424,1.476034312,0.025761659,0.999668187,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,265,672,11,42.485174,-71.568884,f,na,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_11,15,288868.5566,4706844.676,-1.813480182,16.17173118,21.54428773,-6.398355112,-16.69102605,-0.29131336,0.957867491,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,266,673,12,42.48535,-71.568994,p,grass,up,none,2,Norah,Emma,91,sunny,mated female,,24,24_12,105,288860.1076,4706864.495,-8.448950842,19.81846521,8.350242515,-23.08938116,-24.48677882,-0.427374914,0.910056938,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,278,674,13,42.485399,-71.569071,f,na,up,none,2,Norah,Emma,91,sunny,mated female,,24,24_13,15,288853.9437,4706870.128,-6.163937833,5.633153686,0.198470039,-47.57615998,105.2714886,1.837334084,-0.263393036,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,279,675,14,42.4854,-71.569069,p,grass,up,none,2,Norah,Emma,91,sunny,mated female,,24,24_14,15,288854.1114,4706870.234,0.167750502,0.106066609,6.808834073,57.6953286,-190.5172543,-3.32515337,-0.983199984,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,287,676,15,42.485357,-71.569128,p,rose,up,none,2,Norah,Emma,91,sunny,mated female,,24,24_15,15,288849.1174,4706865.606,-4.994074198,-4.628114555,0.992350653,-132.8219257,78.59821181,1.371797582,0.197687934,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
L-BGGR,2013-7-4-BW-91,W,4-Jul,4-Jul_L-BGGR,Female,11:23am,15,3,288,677,16,42.485362,-71.569138,f,na,na,none,2,Norah,Emma,91,sunny,mated female,,24,24_16,15,288848.3123,4706866.186,-0.805099895,0.580149961,2.103244491,-54.22371392,-21.84241138,-0.381221995,0.928210679,mated,7/4/13,W,W,11,7/4/13,11,0,-1.266106443,-0.894957983
