indID,ID,treatment,date,trackID,sex,starttime,interval,gps.num,index,waypt,flag,latitude,longitude,behavior,nect.plant,habitat,Chel_Plan,release.area,recorder,tracker,temp,cloudcover,Notes,Notes2,track_num,track_flag,time,eastings,northings,Edisp,Ndisp,step,angle,turnangle,angleradians,cosangle,virgin_mated,IsDate,inithost,finhost,doy,firstmarked,doy_1stMark,app.age,age.dev,doy.dev
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,284,851,15,42.485334,-71.56828,p,aster,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_15,15,288918.7394,4706860.94,2.676337221,-9.41769396,7.148758769,164.1358151,-336.4583718,-5.872306385,0.916770122,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,285,852,16,42.48527,-71.568289,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_16,30,288917.7843,4706853.855,-0.955045828,-7.084676379,5.829761229,-172.3225568,43.6708981,0.762200959,0.723317968,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,286,853,17,42.485236,-71.568343,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_17,15,288913.2315,4706850.214,-4.552796668,-3.641175427,1.404810814,-128.6516587,-4.991594939,-0.087119767,0.996207473,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,287,854,18,42.485227,-71.568355,p,aster,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_18,15,288912.2149,4706849.244,-1.016592819,-0.969552713,1.76309749,-133.6432536,-25.566248,-0.446215205,0.902086904,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,288,855,19,42.485212,-71.568362,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_19,15,288911.5891,4706847.596,-0.625814859,-1.648292608,10.3109167,-159.2095016,14.88019063,0.25970832,0.966464922,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,289,856,20,42.485135,-71.568432,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_20,30,288905.5765,4706839.22,-6.012560465,-8.376402554,0.811664854,-144.329311,31.81997275,0.555363292,0.84970895,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,290,857,21,42.485132,-71.568441,p,bittersweet,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_21,15,288904.8267,4706838.909,-0.749829912,-0.310732906,8.726181897,-112.5093382,-2.217624657,-0.038704852,0.999251061,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,315,858,22,42.485097,-71.568536,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_22,15,288896.9006,4706835.259,-7.926090779,-3.650114445,6.044831545,-114.7269629,-56.50516757,-0.986201219,0.551861774,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,316,859,23,42.485043,-71.568545,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_23,2205,288895.9792,4706829.285,-0.921423535,-5.974191751,0.276441195,-171.2321304,316.46032,5.523274536,0.72489748,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,318,860,24,42.485041,-71.568543,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_24,120,288896.1369,4706829.058,0.157657037,-0.227077063,11.36950893,145.2281896,-270.7823328,-4.726043263,0.013653859,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,319,861,25,42.484979,-71.568653,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_25,15,288886.887,4706822.447,-9.249850492,-6.611051287,3.302039306,-125.5541432,85.03843666,1.48420071,0.08648743,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,320,862,26,42.485001,-71.56868,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_26,15,288884.7418,4706824.957,-2.145191215,2.510302418,3.781227624,-40.51570654,-35.87989292,-0.626222267,0.810247369,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,321,863,27,42.485008,-71.568725,b,aster,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_27,15,288881.0667,4706825.846,-3.675137485,0.889408121,0.276441267,-76.39559946,41.62389657,0.726474043,0.747521119,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,323,864,28,42.48501,-71.568727,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_28,15,288880.909,4706826.073,-0.157656653,0.227077419,4.768652774,-34.7717029,152.7808632,2.666529096,-0.889263653,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,324,865,29,42.484991,-71.568675,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_29,15,288885.1191,4706823.834,4.210112511,-2.239419999,4.234563391,118.0091603,59.27136299,1.034480436,0.510972617,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,325,866,30,42.484953,-71.568671,p,aster,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_30,15,288885.32,4706819.604,0.200913111,-4.229794444,5.008755124,177.2805233,-314.4965001,-5.488999413,0.700865694,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,333,867,31,42.484919,-71.568711,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_31,15,288881.9179,4706815.928,-3.402130192,-3.676022042,2.731667886,-137.2159769,272.6928612,4.759388274,0.046981993,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,334,868,32,42.484902,-71.568687,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_32,15,288883.8334,4706813.981,1.915437229,-1.947590732,3.53160711,135.4768843,-267.5369599,-4.669400821,-0.04297492,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,335,869,33,42.48488,-71.568718,p,aster,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_33,15,288881.2113,4706811.615,-2.622016351,-2.365856935,1.920456551,-132.0600756,53.78998285,0.938812305,0.590746741,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,336,870,34,42.484883,-71.568741,p,unk weed,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_34,915,288879.331,4706812.005,-1.880351324,0.390425749,1.08112628,-78.27009274,-77.64192473,-1.355107224,0.214020615,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,337,871,35,42.484874,-71.568746,b/e,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_35,15,288878.8897,4706811.018,-0.441249787,-0.986981589,0.3969423,-155.9120175,33.60733642,0.586558673,0.832850375,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,338,872,36,42.484872,-71.56875,p,unk weed,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_36,15,288878.5542,4706810.806,-0.335502846,-0.212134462,4.008401761,-122.3046811,267.5329127,4.669330183,-0.043045493,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,339,873,37,42.484843,-71.568721,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_37,15,288880.8403,4706807.513,2.286027158,-3.292622739,5.271716209,145.2282316,14.52222696,0.253460675,0.968050437,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,340,874,38,42.484799,-71.568697,p,clover,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_38,15,288882.6649,4706802.567,1.824591316,-4.945893076,4.906640473,159.7504586,-186.0009406,-3.246328825,-0.994520179,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,341,875,39,42.484838,-71.568725,f,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_39,15,288880.4947,4706806.968,-2.170188612,4.400613834,4.512847486,-26.25048205,63.65414493,1.110974412,0.443788527,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BGRB,2013-7-5-BW-95,W,5-Jul,5-Jul_R-BGRB,Female,12:30pm,15,1,342,876,40,42.484871,-71.568693,p,na,up,none,3,Norah,Natasha,88,sunny,mated,,28,28_40,810,288883.2359,4706810.553,2.741223717,3.584896786,NA,37.40366288,NA,NA,NA,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,1,751,1,42.484915,-71.568993,p,cup,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_1,15,288858.726,4706816.186,NA,NA,0.508277437,NA,NA,NA,NA,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,2,752,2,42.484911,-71.56899,b,grass,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_2,15,288858.9591,4706815.735,0.233119196,-0.451665134,1.204716948,152.7002568,-268.422695,-4.684859816,-0.027525688,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,25,753,3,42.484906,-71.569003,b,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_3,15,288857.8737,4706815.212,-1.085338079,-0.522861531,1.986012947,-115.7224383,21.03438389,0.367119255,0.933365197,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,26,754,4,42.484904,-71.569027,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_4,15,288855.8944,4706815.049,-1.979368638,-0.162318263,5.221565297,-94.68805438,-30.14270996,-0.526089534,0.864777339,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,27,755,5,42.484876,-71.569078,p,milkweed,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_5,45,288851.6083,4706812.067,-4.286083508,-2.982319955,2.669847202,-124.8307643,-19.76416286,-0.344949716,0.941092457,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,28,756,6,42.484856,-71.569096,p,aster,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_6,15,288850.0615,4706809.891,-1.546784891,-2.176129726,2.235636692,-144.5949272,319.9954684,5.584974515,0.765993602,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,29,757,7,42.484836,-71.569093,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_7,45,288850.2408,4706807.663,0.179274609,-2.228437128,1.999785793,175.4005412,-353.6647492,-6.172614322,0.993893254,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,30,758,8,42.484818,-71.569093,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_8,15,288850.1802,4706805.664,-0.060574813,-1.998868157,1.029875431,-178.264208,346.1407788,6.041296266,0.970887212,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,34,759,9,42.484809,-71.56909,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_9,15,288850.3965,4706804.657,0.216292767,-1.006906571,0.198471316,167.8765708,-222.1005666,-3.876386158,-0.741969211,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,36,760,10,42.48481,-71.569092,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_10,15,288850.2355,4706804.773,-0.161021512,0.116029893,0.467355404,-54.22399586,-62.42807003,-1.089575368,0.462861816,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,37,761,11,42.484808,-71.569097,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_11,45,288849.8178,4706804.563,-0.417697481,-0.209642286,3.263535099,-116.6520659,280.7882432,4.900679344,0.18717975,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,38,762,12,42.48478,-71.569085,f,na,up,none,2,Norah,Natasha,90,sunny,mated,,29,29_12,345,288850.7099,4706801.424,0.892093548,-3.139240425,1.081126675,164.1361773,-4.752852786,-0.08295293,0.996561378,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,39,763,13,42.484771,-71.56908,p,sedge,up/wet edge,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_13,15,288851.0906,4706800.412,0.38067991,-1.011888183,1.246741691,159.3833245,10.9399901,0.190938847,0.981826493,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,42,764,14,42.48476,-71.569077,p,na,up/wet edge,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_14,15,288851.3001,4706799.183,0.20956265,-1.229002986,2.187960656,170.3233146,-3.840698748,-0.067032839,0.99775414,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,43,765,15,42.484741,-71.56907,c,na,na,none,2,Norah,Natasha,90,sunny,mated,,29,29_15,15,288851.8115,4706797.056,0.511414756,-2.127352058,1.736361438,166.4826159,-30.01230555,-0.523813548,0.865917998,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,46,766,16,42.48473,-71.569055,p,na,up/wet edge,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_16,15,288853.0074,4706795.797,1.195884838,-1.258892568,0.41115612,136.4703103,-224.7345456,-3.922357764,-0.710375244,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,47,767,17,42.48473,-71.56906,f,na,up/wet edge,none,2,Norah,Natasha,90,sunny,mated,,29,29_17,15,288852.5964,4706795.809,-0.41096746,0.012453991,0.552883475,-88.2642353,-53.49262016,-0.933622347,0.594926321,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,48,768,18,42.484726,-71.569064,p,unk weed,up/wet edge,none,2,Norah,Natasha,90,sunny,mated,,29,29_18,15,288852.2542,4706795.375,-0.342234861,-0.434229705,1.597548195,-141.7568555,65.53475171,1.143797192,0.414141246,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,49,769,19,42.484729,-71.569083,p,aster,up/wet edge,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_19,45,288850.7026,4706795.755,-1.55158071,0.380470149,3.246677967,-76.22210374,-36.28665702,-0.63332164,0.806066128,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,52,770,20,42.484717,-71.569119,p,aster,up/wet edge,none,2,Norah,Natasha,90,sunny,mated,,29,29_20,15,288847.7033,4706794.513,-2.999349311,-1.242908495,0.451940847,-112.5087608,283.7611253,4.952565925,0.237874496,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,53,771,21,42.484713,-71.569118,p,na,up/wet edge,none,2,Norah,Natasha,90,sunny,mated,,29,29_21,75,288847.772,4706794.066,0.068732338,-0.446683775,0.665149804,171.2523645,-289.5884697,-5.054272272,0.335261982,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,54,772,22,42.48471,-71.569125,p,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_22,15,288847.1866,4706793.75,-0.58545051,-0.315708666,0.934711983,-118.3361052,1.684098845,0.02939307,0.999568055,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,55,773,23,42.484706,-71.569135,p,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_23,15,288846.3512,4706793.331,-0.835396448,-0.419284232,2.194844644,-116.6520063,-37.27396245,-0.65055337,0.795748785,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,56,774,24,42.484688,-71.569146,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_24,240,288845.3865,4706791.359,-0.964704679,-1.971468461,1.623339708,-153.9259688,89.90634181,1.569161683,0.001634643,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,57,775,25,42.484694,-71.569164,p,na,na,none,2,Norah,Natasha,90,sunny,mated,,29,29_25,300,288843.9272,4706792.071,-1.45929175,0.711125443,3.346398763,-64.01962698,87.38450649,1.525147353,0.045633121,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,58,776,26,42.484722,-71.569149,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_26,45,288845.2543,4706795.143,1.327132429,3.071987011,0.986774857,23.36487951,-111.6290491,-1.948294447,-0.368595904,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,61,777,27,42.484722,-71.569161,f,na,na,none,2,Norah,Natasha,90,sunny,mated,,29,29_27,45,288844.268,4706795.172,-0.986322039,0.029890715,1.259810769,-88.26416956,148.0537588,2.584025561,-0.848544929,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,62,778,28,42.484728,-71.569148,p,na,na,none,2,Norah,Natasha,90,sunny,mated,,29,29_28,15,288845.3567,4706795.806,1.088707539,0.633907776,1.564059691,59.78958926,-52.01789743,-0.90788358,0.615415295,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,67,779,29,42.484742,-71.569146,f,na,up,none,2,Norah,Natasha,90,sunny,mated,,29,29_29,165,288845.5682,4706797.356,0.211501624,1.549693448,0.903881693,7.771691831,4.447568489,0.077624714,0.996988714,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,68,780,30,42.48475,-71.569144,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_30,15,288845.7595,4706798.239,0.191309587,0.883404073,0.23692638,12.21926032,149.2080555,2.604171839,-0.859031879,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,84,781,31,42.484748,-71.569143,p,clover,up,none,2,Norah,Natasha,90,sunny,mated,,29,29_31,225,288845.835,4706798.015,0.075462811,-0.224587341,0.13822086,161.4273158,-303.1841243,-5.291561209,0.547331349,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,104,782,32,42.484747,-71.569144,p,aster,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_32,45,288845.7494,4706797.906,-0.085558799,-0.108557349,0.236926381,-141.7568085,303.1841233,5.291561192,0.547331335,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,107,783,33,42.484745,-71.569143,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_33,30,288845.8249,4706797.682,0.075462815,-0.224587341,0.396942917,161.4273148,-215.6513037,-3.763825285,-0.812579192,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,110,784,34,42.484747,-71.569147,f,na,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_34,15,288845.5028,4706797.914,-0.322043226,0.232059992,1.984714684,-54.22398882,-68.08036397,-1.188226507,0.373305743,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,111,785,35,42.484737,-71.569167,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_35,15,288843.8253,4706796.853,-1.677522998,-1.0606644,0.343291843,-122.3043528,290.1809551,5.064613093,0.344986229,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,122,786,36,42.484734,-71.569166,p,yellow rattle,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_36,15,288843.8974,4706796.517,0.072097411,-0.335635595,0.467355855,167.8766023,-284.5285915,-4.965960738,0.250863094,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,123,787,37,42.484732,-71.569171,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_37,15,288843.4797,4706796.308,-0.417698165,-0.20964193,0.343291843,-116.6519892,-47.75293134,-0.833445879,0.672328936,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,138,788,38,42.484729,-71.569172,p,Aster,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_38,15,288843.3874,4706795.977,-0.092289585,-0.33065378,0.645575301,-164.4049205,196.7717344,3.434314641,-0.957461968,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,141,789,39,42.484734,-71.569168,p,Plantago,up,Plantago,2,Norah,Natasha,90,sunny,mated,,29,29_39,60,288843.733,4706796.522,0.345600774,0.54527752,1.15658546,32.3668139,-115.118756,-2.009201323,-0.424495842,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-BRRR,2013-7-5-BW-104,W,5-Jul,5-Jul_R-BRRR,Female,2:05pm,15,3,143,790,40,42.484735,-71.569182,f,na,na,none,2,Norah,Natasha,90,sunny,mated,,29,29_40,30,288842.5857,4706796.668,-1.147343447,0.145921002,NA,-82.75194211,NA,NA,NA,mated,7/5/13,W,W,12,7/5/13,12,0,-1.266106443,0.105042017
R-RBBG,2013-7-3-BW-87,W,6-Jul,6-Jul_R-RBBG,female,10:24am,15,2,1,429,1,42.484463,-71.569295,p,cup,wet,Chelone,1,Norah,Lee,85,mostly sunny,"mated female, released near turtlehead",,30,30_1,1200,288832.3824,4706766.745,NA,NA,0,NA,NA,NA,NA,mated,7/6/13,W,W,13,7/3/13,10,3,1.733893557,1.105042017
