trackID,date,indID,sex,starttime,interval,gps.num,index,waypt,flag,lat,lon,behavior,nect.plant,habitat,Chel_Plan,release.area,recorder,tracker,temp,cloudcover,Notes,X,track_num,track_flag,time
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,43,797,8,42.484979,-71.568658,w,plantago,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_8,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,45,798,9,42.484981,-71.568663,p,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_9,45
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,49,799,10,42.484985,-71.56866,w,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_10,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,50,800,11,42.484988,-71.568664,p,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_11,45
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,56,801,12,42.48499,-71.568668,w,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_12,360
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,57,802,13,42.484989,-71.568669,w,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_13,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,58,803,14,42.484989,-71.568668,p/e,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_14,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,59,804,15,42.484988,-71.568662,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_15,30
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,60,805,16,42.484982,-71.568676,p,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_16,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,61,806,17,42.484985,-71.568673,p,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_17,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,64,807,18,42.484987,-71.568673,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_18,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,65,808,19,42.484987,-71.56867,p,rose,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_19,30
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,68,809,20,42.484984,-71.568667,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_20,45
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,69,810,21,42.48498,-71.568681,p,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_21,30
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,70,811,22,42.484981,-71.568681,p,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_22,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,72,812,23,42.484981,-71.568667,p,rose,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_23,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,73,813,24,42.484983,-71.568663,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_24,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,74,814,25,42.484978,-71.568662,p,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_25,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,75,815,26,42.484979,-71.568666,p,clover,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_26,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,77,816,27,42.484978,-71.568665,w,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_27,60
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,80,817,28,42.484974,-71.568668,b,clover,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_28,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,82,818,29,42.484972,-71.568666,p/e,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_29,75
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,83,819,30,42.484971,-71.56866,w,potentilla,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_30,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,84,820,31,42.48497,-71.568637,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_31,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,85,821,32,42.484967,-71.568639,f,n/a,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_32,210
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,86,822,33,42.484967,-71.568639,w,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_33,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,90,823,34,42.484965,-71.568638,w,plantago,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_34,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,91,824,35,42.484962,-71.568649,p/e,aster,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_35,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,96,825,36,42.484962,-71.568651,p/e,plantago,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_36,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,97,826,37,42.484961,-71.568654,w,grass,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_37,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,98,827,38,42.48496,-71.568659,w,plantago,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_38,15
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,112,828,39,42.484961,-71.568657,p/e,plantago,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_39,30
3-Jul_R-RRGR,3-Jul,R-RRGR,Female,2:00pm,15,1,113,829,40,42.484965,-71.568644,p/e,flag,up,P,3,Natalie,Lee,84,sunny,mated,,21,21_40,60
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,1,574,1,42.485087,-71.568834,w,cup,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_1,30
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,3,575,2,42.485141,-71.568811,p/e,vetch,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_2,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,5,576,3,42.485149,-71.568815,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_3,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,6,577,4,42.48516,-71.568796,p/e,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_4,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,19,578,5,42.485181,-71.56878,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_5,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,20,579,6,42.48521,-71.568747,w,grass,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_6,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,202,581,7,42.485214,-71.568753,p,grass,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_7,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,211,582,8,42.485247,-71.568704,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_8,135
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,212,583,9,42.485267,-71.568654,f,n/a,up,no,3,Lee,Natalie,84,sunny,mated,,22,22_9,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,213,584,10,42.48527,-71.568642,p,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_10,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,214,585,11,42.485284,-71.568579,f/i,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_11,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,215,586,12,42.485299,-71.568554,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_12,30
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,216,587,13,42.485285,-71.568511,p,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_13,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,217,588,14,42.485282,-71.568491,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_14,105
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,218,589,15,42.485247,-71.568428,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_15,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,219,590,16,42.485259,-71.568412,p,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_16,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,228,591,17,42.485271,-71.568387,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_17,45
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,229,592,18,42.485234,-71.568315,f,n/a,up,no,3,Lee,Natalie,84,sunny,mated,,22,22_18,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,230,593,19,42.485307,-71.568385,p,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_19,120
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,231,594,20,42.485294,-71.568438,b/e,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_20,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,232,595,21,42.485287,-71.568466,b/e,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_21,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,239,596,22,42.485277,-71.568475,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_22,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,240,597,23,42.485305,-71.56853,p,grass,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_23,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,241,598,24,42.485293,-71.568541,b,gallium,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_24,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,244,599,25,42.485292,-71.568555,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_25,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,245,600,26,42.485251,-71.568573,b/e,gallium,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_26,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,253,601,27,42.485233,-71.568578,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_27,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,254,602,28,42.485224,-71.568574,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_28,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,255,603,29,42.4852,-71.568582,b,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_29,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,256,604,30,42.485149,-71.568567,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_30,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,257,605,31,42.485161,-71.568611,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_31,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,258,606,32,42.485149,-71.568653,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_32,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,259,607,33,42.485093,-71.568657,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_33,45
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,260,608,34,42.485081,-71.56855,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_34,195
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,261,609,35,42.485062,-71.568527,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_35,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,262,610,36,42.48506,-71.568574,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_36,15
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,263,611,37,42.48511,-71.568637,p,aster,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_37,2730
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,264,612,38,42.485113,-71.56864,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_38,135
3-Jul_L-RGBR,3-Jul,L-RGBR,Female,2:38pm,15,3,265,613,39,42.485112,-71.568648,b,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_39,15
3-Jul_L-RGBR,3-Jul,L-RGBR,female,2:38pm,15,3,268,614,40,42.485109,-71.568654,f,n/a,up,P,3,Lee,Natalie,84,sunny,mated,,22,22_40,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,1,622,1,42.484937,-71.569016,p,cup,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_1,60
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,5,623,2,42.484921,-71.569022,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_2,30
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,6,624,3,42.484918,-71.569042,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_3,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,7,625,4,42.484914,-71.569043,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_4,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,8,626,5,42.484904,-71.569042,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_5,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,11,627,6,42.484903,-71.569035,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_6,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,12,628,7,42.484903,-71.569031,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_7,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,13,629,8,42.484903,-71.569031,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_8,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,14,630,9,42.4849,-71.569025,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_9,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,15,631,10,42.484902,-71.569026,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_10,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,17,623,11,42.484921,-71.569022,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_11,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,18,633,12,42.484892,-71.569038,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_12,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,19,634,13,42.484874,-71.569042,p,grass,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_13,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,20,635,14,42.484862,-71.569061,p,aster,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_14,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,21,636,15,42.484877,-71.569008,f,na,wet,no,2,Norah,Emma,91,sunny,mated female,,23,23_15,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,22,637,16,42.48486,-71.568994,p,aster,wet,no,2,Norah,Emma,91,sunny,mated female,,23,23_16,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,23,638,17,42.484834,-71.569037,p,sedge,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_17,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,24,639,18,42.484833,-71.56907,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_18,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,25,640,19,42.484877,-71.569053,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_19,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,26,641,20,42.484874,-71.569078,f,na,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_20,30
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,27,642,21,42.484885,-71.569138,p,gallium,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_21,30
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,28,643,22,42.484884,-71.569145,f,na,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_22,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,29,644,23,42.484895,-71.569065,f,na,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_23,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,30,645,24,42.484886,-71.56899,f,na,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_24,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,31,646,25,42.484906,-71.568979,f,na,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_25,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,32,647,26,42.48498,-71.568993,p,goldenrod,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_26,90
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,33,648,27,42.484963,-71.569017,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_27,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,35,649,28,42.484954,-71.56902,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_28,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,37,650,29,42.484956,-71.569039,p,milkweed,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_29,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,38,651,30,42.484983,-71.568955,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_30,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,39,652,31,42.484908,-71.568974,f,na,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_31,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,40,653,32,42.484907,-71.568974,p,sedge,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_32,30
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,46,654,33,42.484906,-71.568977,f,na,up/wet edge,no,2,Norah,Emma,91,sunny,mated female,,23,23_33,60
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,47,655,34,42.484898,-71.568973,f,na,wet,no,2,Norah,Emma,91,sunny,mated female,,23,23_34,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,48,656,35,42.484897,-71.56898,p,sedge,up/wet edge,P,2,Norah,Emma,91,sunny,mated female,,23,23_35,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,49,657,36,42.484876,-71.568989,p,unk weed,wet,no,2,Norah,Emma,91,sunny,mated female,,23,23_36,45
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,50,658,37,42.484896,-71.569115,f,na,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_37,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,51,659,38,42.48483,-71.569155,p,milkweed,up,no,2,Norah,Emma,91,sunny,mated female,,23,23_38,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,53,660,39,42.484771,-71.56913,p,Plantago,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_39,15
4-Jul_L-RBBB,4-Jul,L-RBBB,Female,10:27am,15,3,57,661,40,42.484766,-71.569123,f,na,up,P,2,Norah,Emma,91,sunny,mated female,,23,23_40,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,1,662,1,42.484763,-71.568837,p,cup,wet,no,2,Norah,Emma,91,sunny,mated female,,24,24_1,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,2,663,2,42.48476,-71.568836,p,poison ivy,wet,no,2,Norah,Emma,91,sunny,mated female,,24,24_2,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,9,664,3,42.484763,-71.56883,w,poison ivy,wet,no,2,Norah,Emma,91,sunny,mated female,,24,24_3,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,60,665,4,42.484769,-71.568829,p,grass,wet,no,2,Norah,Emma,91,sunny,mated female,,24,24_4,180
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,218,666,5,42.484779,-71.568829,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_5,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,219,667,6,42.484832,-71.568822,p,aster,up,P,2,Norah,Emma,91,sunny,mated female,,24,24_6,120
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,240,668,7,42.484843,-71.568834,p,aster,up,P,2,Norah,Emma,91,sunny,mated female,,24,24_7,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,245,669,8,42.484851,-71.568829,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_8,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,246,670,9,42.484876,-71.568821,p,rose,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_9,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,264,671,10,42.485029,-71.568856,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_10,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,265,672,11,42.485174,-71.568884,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_11,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,266,673,12,42.48535,-71.568994,p,grass,up,no,2,Norah,Emma,91,sunny,mated female,,24,24_12,105
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,278,674,13,42.485399,-71.569071,f,na,up,no,2,Norah,Emma,91,sunny,mated female,,24,24_13,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,279,675,14,42.4854,-71.569069,p,grass,up,no,2,Norah,Emma,91,sunny,mated female,,24,24_14,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,287,676,15,42.485357,-71.569128,p,rose,up,no,2,Norah,Emma,91,sunny,mated female,,24,24_15,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,288,677,16,42.485362,-71.569138,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_16,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,289,678,17,42.485366,-71.569163,p,gallium,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_17,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,290,679,18,42.485443,-71.569201,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_18,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,291,680,19,42.485608,-71.569155,p,grass,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_19,75
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,292,681,20,42.485647,-71.569182,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_20,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,293,682,21,42.485804,-71.569156,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_21,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,294,683,22,42.485873,-71.569212,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_22,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,295,684,23,42.485946,-71.569102,p,grass,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_23,765
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,296,685,24,42.485973,-71.569118,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_24,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,297,686,25,42.486033,-71.569046,p,grass,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_25,90
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,298,687,26,42.486054,-71.569021,p,grass,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_26,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,303,688,27,42.486225,-71.568895,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_27,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,304,689,28,42.486324,-71.568618,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_28,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,305,690,29,42.48632,-71.568513,p,grass,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_29,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,306,691,30,42.486259,-71.568398,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_30,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,307,692,31,42.486263,-71.568387,p,aster,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_31,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,313,693,32,42.486194,-71.568358,p,unk weed,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_32,15
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,314,694,33,42.486113,-71.568398,p,unk weed,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_33,135
4-Jul_L-BGGR,4-Jul,L-BGGR,Female,11:23am,15,3,315,695,34,42.486112,-71.568398,f,na,na,no,2,Norah,Emma,91,sunny,mated female,,24,24_34,2370
